Sample in Buffer	Sample in Window	counter17	counter16	counter15	counter14	counter13	counter12	counter11	counter10	counter9	counter8	counter7	counter6	counter5	counter4	counter3	counter2	counter1	pufout	mux1_out	clockcounter_out
6517	6517	CE8	C91	C9E	CB8	CB0	CC1	CB3	D00	C8C	C6E	02F	49F	C80	C00	C6F	000	000	0	0	000	
6518	6518	CE8	C91	C9E	CB9	CB0	CC1	CB3	D00	C8B	C6E	02F	49F	C80	C00	C6F	000	000	0	0	000	
6519	6519	CE8	C90	C9E	CB8	CB0	CC0	CB3	CFF	C8A	C6D	02E	49F	C80	C00	C6E	000	000	0	0	000	
6520	6520	CE8	C91	C9E	CB9	CB0	CC3	CB3	D00	C8C	C6E	02F	49F	C80	C00	C6F	000	000	0	0	000	
6521	6521	CE9	C91	C9F	CB9	CB1	CC1	CB4	D00	C8D	C6E	030	4A0	C80	C00	C71	000	000	0	0	000	
6522	6522	CE8	C91	C9E	CB8	CB1	CC1	CB3	D00	C8D	C6E	06F	49F	C80	C00	C70	000	000	0	0	000	
6523	6523	CE8	C90	C9E	CB8	CB0	CC1	CB3	D00	C8B	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
6524	6524	CE8	C90	C9E	CB8	CB0	CC1	CB3	D00	C8B	C6F	06F	49F	C80	C00	C6F	000	000	0	0	000	
6525	6525	CE8	C90	C9E	CB8	CB0	CC1	CB3	D00	C8C	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
6526	6526	CE9	C91	CA0	CB9	CB2	CC1	CB4	D00	C8B	C6F	06F	49F	C80	C00	C70	000	000	0	0	000	
6527	6527	CE8	C91	C9E	CB8	CB0	CC0	CB3	D00	C8B	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
6528	6528	CE8	C92	C9E	CB8	CB0	CC0	CB3	D00	C8C	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
6529	6529	CE7	C91	C9E	CB8	CB0	CC0	CB3	D00	C8B	C6E	06E	49F	C80	C00	C70	000	000	0	0	000	
6530	6530	CE8	C91	CA0	CB8	CB0	CC1	CB3	D00	C8B	C6F	06F	49F	C80	C00	C6F	000	000	0	0	000	
6531	6531	CE8	C91	C9E	CB8	CB0	CC1	CB3	D00	C8C	C6E	06E	49F	C80	C00	C6F	000	000	0	0	000	
6532	6532	CE8	C91	C9E	CB8	CB0	CC1	CB3	D00	C8B	C6E	06F	49F	C90	C00	C6F	000	000	0	0	000	
6533	6533	CE8	C90	C9E	CB8	CB0	CC1	CB3	D00	C8A	C6E	033	49F	C80	C00	C6F	000	000	0	0	000	
6534	6534	CE9	C91	C9E	CB8	CB0	CC1	CB3	D00	C8C	C6E	02F	49F	C80	C00	C6F	000	000	0	0	000	
6535	6535	CE9	C92	C9E	CB8	CB0	CC1	CB3	D00	C8B	C6E	02F	49F	C80	C00	C6F	000	000	0	0	000	
6536	6536	CE8	C90	C9E	CB8	CB0	CC1	CB7	D00	C8B	C6E	02F	49F	C80	C00	C6F	000	000	0	0	000	
6537	6537	CE8	C91	C9E	CB8	CB0	CC2	CB3	D00	C8C	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
6538	6538	CE8	C92	C9E	CB8	CB0	CC1	CB2	D00	C8B	C6E	06F	4A0	C80	C00	C6F	000	000	0	0	000	
6539	6539	CE8	C91	C9E	CB8	CB0	CC2	CB2	D00	C8C	C6E	06F	4A0	C80	C00	C6F	000	000	0	0	000	
6540	6540	CE8	C91	C9E	CB8	CB0	CC1	CB3	D00	C8B	C6E	06F	4A0	C80	C00	C6F	000	000	0	0	000	
6541	6541	CE8	C90	C9E	CB8	CB1	CC1	CB3	D00	C8B	C6E	030	4A0	C80	C00	C6F	000	000	0	0	000	
6542	6542	CE8	C91	C9E	CB9	CB0	CC1	CB3	D00	C8C	C63	030	4A0	C80	C00	C6F	000	000	0	0	000	
6543	6543	CE8	C91	C9E	CB9	CB0	CC1	CB6	D00	C8B	C6E	02F	4A0	C80	C00	C6F	000	000	0	0	000	
6544	6544	CE8	C91	C9E	CB8	CB0	CC1	CB2	D00	C8B	C6E	06F	4A1	C80	C00	C73	000	000	0	0	000	
6545	6545	CE8	C90	C9E	CB8	CAF	CC0	CB3	D00	C8D	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
6546	6546	CE8	C91	C9F	CB9	CB0	CC1	CB3	D00	C8B	C6E	06F	4A0	C80	C00	C6F	000	000	0	0	000	
6547	6547	CE8	C91	C9F	CB8	CB0	CC1	CB3	D00	C8B	C6E	06F	4A0	C80	C00	C6F	000	000	0	0	000	
6548	6548	CE8	C91	C9E	CB8	CB0	CC1	CB3	D00	C8C	C6E	06F	4A0	C80	C00	C6F	000	000	0	0	000	
6549	6549	CE8	C91	C9E	CB9	CB0	CC1	CB3	D00	C8C	C6F	06F	4A0	C80	C00	C70	000	000	0	0	000	
6550	6550	CE9	C91	C9E	CB9	CB0	CC1	CB3	D00	C8C	C6F	06F	4A0	C80	C00	C70	000	000	0	0	000	
6551	6551	CE8	C91	C9E	CB8	CB0	CC1	CB3	D00	C8B	C6E	06F	4A0	C80	C00	C71	000	000	0	0	000	
6552	6552	CE8	C90	C9E	CB8	CB1	CC0	CB3	D00	C8B	C6E	431	4A0	C80	C00	C6F	000	000	0	0	000	
6553	6553	CE8	C91	C9E	CB8	CB0	CC1	CB3	D00	C8C	C6E	42F	4A0	C80	C00	C70	000	000	0	0	000	
6554	6554	CE8	C90	C9E	CB8	CB0	CC0	CB2	D00	C8A	C6D	06E	49F	C80	C00	C73	000	000	0	0	000	
6555	6555	CE8	C91	C9E	CB9	CB0	CC1	CB3	D00	C8B	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
6556	6556	CE7	C90	C9D	CB8	CB1	CC0	CB2	D00	C8C	C6E	06E	49F	C80	C00	C6F	000	000	0	0	000	
6557	6557	CE8	C91	C9E	CBA	CB0	CC1	CB3	D00	C8B	C6E	06F	4A0	C80	C00	C6F	000	000	0	0	000	
6558	6558	CE8	C91	C9E	CB9	CB0	CC1	CB3	D00	C8B	C6E	06F	4A0	C80	C00	C70	000	000	0	0	000	
6559	6559	CE8	C91	C9E	CB9	CB0	CC0	CB2	D00	C8C	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
6560	6560	CE8	C91	C9E	CB9	CB0	CC2	CB3	D00	C8C	C6E	06F	49F	C80	C00	C70	000	000	0	0	000	
6561	6561	CE8	C91	C9E	CB9	CB0	CC1	CB3	D00	C8B	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
6562	6562	CE8	C92	C9E	CB9	CB0	CC0	CB3	D00	C8C	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
6563	6563	CE8	C90	C9D	CB8	CB0	CC0	CB2	D00	C8A	C6E	46F	49F	C80	C00	C6F	000	000	0	0	000	
6564	6564	CE8	C91	C9E	CB8	CB0	CC1	CB3	D00	C8B	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
6565	6565	CE8	C91	C9E	CB8	CB0	CC1	CB3	D00	C8C	C6E	030	49F	C80	C00	C6F	000	000	0	0	000	
6566	6566	CE8	C90	C9E	CB8	CB1	CC1	CB3	D00	C8B	C6E	02F	49F	C80	C00	C6F	000	000	0	0	000	
6567	6567	CE8	C91	C9E	CB9	CB0	CC2	CB3	D00	C8B	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
6568	6568	CE8	C91	C9E	CB9	CB0	CC1	CB3	D00	C8B	C6E	06F	4A0	C80	C00	C6F	000	000	0	0	000	
6569	6569	CE8	C91	C9E	CB9	CB0	CC1	CB3	D00	C8B	C6E	06F	4A0	C90	C00	C6F	000	000	0	0	000	
6570	6570	CE8	C90	C9E	CB8	CB0	CC0	CB2	D00	C8C	C6F	06E	49F	C80	C00	C6F	000	000	0	0	000	
6571	6571	CE8	C92	C9E	CB9	CB0	CC2	CB3	D00	C8B	C6E	030	4A1	C80	C00	C6F	000	000	0	0	000	
6572	6572	CE8	C92	C9E	CB9	CB0	CC1	CB3	D00	C8C	C6E	06F	4A0	C80	C00	C6F	000	000	0	0	000	
6573	6573	CE8	C90	C9E	CBA	CB1	CC0	CB2	D00	C8C	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
6574	6574	CE8	C91	C9E	CB9	CB0	CC1	CB3	D00	C8B	C6E	06F	4A0	C80	C00	C70	000	000	0	0	000	
6575	6575	CE8	C91	C9E	CB9	CB0	CC1	CB3	D00	C8F	C6E	06F	4A0	C90	C00	C6F	000	000	0	0	000	
6576	6576	CE8	C92	C9E	CB9	CB0	CC3	CB3	D00	C8C	C6E	06F	4A0	C80	C00	C70	000	000	0	0	000	
6577	6577	CE8	C91	C9E	CB9	CB0	CC0	CB7	D00	C8B	C6E	06F	4A0	C80	C00	C70	000	000	0	0	000	
6578	6578	CE8	C92	C9E	CB9	CB2	CC2	CB3	D00	C8B	C6E	070	4A0	C80	C00	C70	000	000	0	0	000	
6579	6579	CE8	C90	C9E	CB9	CB0	CC1	CB2	D00	C8C	C6E	06F	4A1	C80	C00	C6F	000	000	0	0	000	
6580	6580	CE8	C90	C9E	CB9	CB0	CC0	CB2	D00	C8B	C6E	06F	4A0	C80	C00	C6F	000	000	0	0	000	
6581	6581	CE8	C92	C9E	CB9	CB0	CC1	CB3	D00	C8C	C6E	070	4A0	C80	C00	C6F	000	000	0	0	000	
6582	6582	CE8	C90	C9E	CB9	CB1	CC0	CB2	D00	C8B	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
6583	6583	CE9	C91	C9E	CB9	CB0	CC1	CB3	D00	C8B	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
6584	6584	CE8	C90	C9F	CB8	CB0	CC0	CB2	D00	C8C	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
6585	6585	CE8	C90	C9F	CB8	CAF	CC0	CB2	D00	C8C	C6F	06F	49F	C80	C00	C6F	000	000	0	0	000	
6586	6586	CE8	C91	C9E	CB9	CB0	CC3	CB3	D00	C8B	C6E	070	49F	C80	C00	C6F	000	000	0	0	000	
6587	6587	CE8	C91	C9E	CBA	CB0	CC1	CB3	D00	C8C	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
6588	6588	CE8	C91	C9E	CB9	CB0	CC1	CB3	D00	C8B	C6E	070	4A0	C80	C00	C6F	000	000	0	0	000	
6589	6589	CE8	C91	C9E	CB9	CB1	CC1	CB3	D00	C8B	C6E	070	49F	C80	C00	C6F	000	000	0	0	000	
6590	6590	CE8	C90	C9E	CB8	CB0	CC0	CB2	D00	C8B	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
6591	6591	CE8	C91	C9E	CB9	CB0	CC0	CB3	D00	C8B	C6E	070	49F	C90	C00	C6F	000	000	0	0	000	
6592	6592	CE8	C91	C9E	CB8	CB0	CC0	CB3	D00	C8B	C6E	070	49F	C80	C00	C6F	000	000	0	0	000	
6593	6593	CE8	C92	C9E	CB9	CB0	CC1	CB3	D00	C8C	C6E	070	49F	C80	C00	C6F	000	000	0	0	000	
6594	6594	CE9	C90	C9E	CB9	CB0	CC1	CB3	D00	C8B	C6F	070	49F	C80	C00	C6F	000	000	0	0	000	
6595	6595	CE9	C90	C9E	CB8	CB0	CC1	CB3	D00	C8B	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
6596	6596	CE8	C90	C9F	CB8	CB0	CC1	CB3	D00	C8C	C6E	06F	49F	C80	C00	C70	000	000	0	0	000	
6597	6597	CE8	C91	C9F	CB9	CB0	CC1	CB3	D00	C8B	C6F	030	4A0	C80	C00	C70	000	000	0	0	000	
6598	6598	CE8	C90	C9D	CB8	CB0	CC0	CB3	D01	C8B	C6E	02F	49F	C80	C00	C6F	000	000	0	0	000	
6599	6599	CE8	C90	C9D	CBB	CB0	CC1	CB3	D00	C8B	C6F	030	49F	C80	C00	C70	000	000	0	0	000	
6600	6600	CE8	C91	C9E	CB9	CB0	CC1	CB3	D00	C8B	C6F	030	49F	C80	C00	C71	000	000	0	0	000	
6601	6601	CE8	C90	C9D	CB9	CB0	CC1	CB3	D00	C8C	C6E	030	49F	C80	C00	C6F	000	000	0	0	000	
6602	6602	CE8	C91	C9E	CB9	CB0	CC1	CB3	D00	C8B	C6E	070	49F	C80	C00	C6F	000	000	0	0	000	
6603	6603	CE8	C91	C9E	CB9	CB0	CC1	CB3	D00	C8B	C6E	070	49F	C80	C00	C6F	000	000	0	0	000	
6604	6604	CE8	C90	C9E	CB9	CB1	CC1	CB3	D00	C8C	C6E	060	49F	C80	C00	C6F	000	000	0	0	000	
6605	6605	CE8	C91	C9E	CB9	CB0	CC1	CB3	D00	C8B	C6E	070	49F	C80	C00	C6F	000	000	0	0	000	
6606	6606	CE8	C91	C9F	CB9	CB0	CC1	CB3	D00	C8B	C6E	070	49F	C90	C00	C6F	000	000	0	0	000	
6607	6607	CE8	C90	C9E	CB9	CB0	CC1	CB3	D00	C8D	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
6608	6608	CE8	C91	C9E	CB9	CB0	CC1	CB3	D00	C8B	C6E	070	4A0	C80	C00	C6F	000	000	0	0	000	
6609	6609	CE7	C91	C9E	CB9	CB0	CC1	CB3	D00	C8B	C6E	06F	4A0	C80	C00	C6F	000	000	0	0	000	
6610	6610	CE8	C90	C9F	CBA	CB0	CC2	CB3	D00	C8C	C6E	070	4A0	C80	C00	C6F	000	000	0	0	000	
6611	6611	CE8	C91	C9E	CB9	CB1	CC1	CB3	D00	C8B	C6E	070	49F	C80	C00	C6F	000	000	0	0	000	
6612	6612	CE9	C91	C9E	CBA	CB1	CC1	CB3	D00	C8B	C6E	030	4A1	C80	C00	C6F	000	000	0	0	000	
6613	6613	CE8	C90	C9E	CB9	CB0	CC1	CB3	D00	C8C	C6E	06F	4A0	C80	C00	C6F	000	000	0	0	000	
6614	6614	CE8	C90	C9E	CB9	CB0	CC1	CB3	D00	C8B	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
6615	6615	CE8	C90	C9E	CB8	CB0	CC0	CB3	D00	C8C	C6E	06F	49F	C80	C00	C70	000	000	0	0	000	
6616	6616	CE8	C91	C9F	CB9	CB2	CC1	CB3	D00	C8B	C6E	06F	4A1	C80	C00	C6F	000	000	0	0	000	
6617	6617	CE8	C91	C9E	CB9	CB0	CC3	CB3	D00	C8B	C6E	06F	4A1	C80	C00	C70	000	000	0	0	000	
6618	6618	CE8	C91	C9E	CB9	CB0	CC1	CB3	D00	C8D	C6E	070	4A0	C80	C00	C6F	000	000	0	0	000	
6619	6619	CE9	C91	C9F	CB9	CB1	CC1	CB4	D01	C8C	C6F	070	4A0	C80	C00	C70	000	000	0	0	000	
6620	6620	CE8	C90	C9E	CB9	CB1	CC1	CB3	D00	C8B	C6E	070	49F	C80	C00	C6F	000	000	0	0	000	
6621	6621	CE8	C90	C9F	CB8	CB0	CC1	CB3	D00	C8C	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
6622	6622	CE8	C91	C9E	CB8	CB1	CC1	CB3	D00	C8C	C6E	070	4A1	C80	C00	C6F	000	000	0	0	000	
6623	6623	CE8	C91	C9F	CB8	CB0	CC1	CB3	D00	C8C	C6E	06F	4A0	C80	C00	C6F	000	000	0	0	000	
6624	6624	CE9	C91	C9E	CB9	CB0	CC1	CB3	D00	C8D	C6E	070	4A0	C80	C00	C6F	000	000	0	0	000	
6625	6625	CE8	C91	C9E	CB9	CB0	CC1	CB3	D00	C8B	C6E	031	49F	C80	C00	C6F	000	000	0	0	000	
6626	6626	CE8	C91	C9E	CB9	CB0	CC1	CB3	D00	C8B	C6E	030	4A0	C80	C00	C6F	000	000	0	0	000	
6627	6627	CE8	C90	C9D	CBB	CB0	CC2	CB2	D00	C8C	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
6628	6628	CE8	C91	C9E	CB9	CB0	CC1	CB3	D00	C8B	C6E	031	4A0	C80	C00	C70	000	000	0	0	000	
6629	6629	CE8	C91	C9E	CB9	CB0	CC1	CB3	D01	C8B	C6E	030	4A1	C80	C00	C6F	000	000	0	0	000	
6630	6630	CE8	C91	C9E	CB9	CB0	CC1	CB3	D00	C8B	C6E	030	4A0	C80	C00	C6F	000	000	0	0	000	
6631	6631	CE8	C91	C9E	CB8	CB0	CC1	CB3	D00	C8B	C6E	02F	49F	C80	C00	C6F	000	000	0	0	000	
6632	6632	CE8	C91	C9E	CB8	CB0	CC1	CB3	D00	C8C	C6E	02F	49F	C80	C00	C6F	000	000	0	0	000	
6633	6633	CE8	C91	C9E	CB9	CB0	CC1	CB3	D00	C8C	C6E	030	49F	C80	C00	C6F	000	000	0	0	000	
6634	6634	CE8	C90	C9E	CB9	CB0	CC1	CB3	D00	C8B	C6E	030	49F	C80	C00	C6F	000	000	0	0	000	
6635	6635	CE8	C90	C9E	CB9	CB0	CC1	CB3	D00	C8C	C6E	030	49F	C80	C00	C6F	000	000	0	0	000	
6636	6636	CE8	C91	C9E	CB9	CB1	CC1	CB3	D00	C8B	C6E	030	4A0	C90	C00	C6F	000	000	0	0	000	
6637	6637	CE8	C91	C9E	CB9	CB0	CC1	CB3	D00	C8B	C6E	030	4A0	C80	C00	C6F	000	000	0	0	000	
6638	6638	CE8	C91	C9E	CB9	CB0	CC1	CB3	D01	C8C	C6E	030	4A0	C80	C00	C6F	000	000	0	0	000	
6639	6639	CE8	C91	C9E	CB9	CB0	CC1	CB3	D00	C8B	C6E	030	4A1	C80	C00	C6F	000	000	0	0	000	
6640	6640	CE8	C90	C9E	CB9	CB0	CC1	CB3	D00	C8B	C6E	030	4A0	C80	C00	C6F	000	000	0	0	000	
6641	6641	CE8	C91	C9E	CB9	CB0	CC1	CB4	D00	C8C	C6E	030	4A0	C80	C00	C6F	000	000	0	0	000	
6642	6642	CE8	C91	C9E	CB9	CB0	CC1	CB5	D00	C8D	C6F	030	4A0	C80	C00	C70	000	000	0	0	000	
6643	6643	CE7	C90	C9D	CB8	CB0	CC1	CB3	CFF	C8A	C6E	030	49F	C80	C00	C6F	000	000	0	0	000	
6644	6644	CE8	C91	C9E	CB9	CB0	CC1	CB3	D00	C8B	C6E	030	4A0	C80	C00	C6F	000	000	0	0	000	
6645	6645	CE8	C92	C9E	CB9	CB1	CC1	CB3	D00	C8C	C6E	030	4A0	C80	C00	C70	000	000	0	0	000	
6646	6646	CE7	C91	C9E	CB9	CB0	CC1	CB3	D00	C8B	C6E	030	4A0	C80	C00	C6F	000	000	0	0	000	
6647	6647	CE8	C91	C9E	CB9	CB0	CC1	CB3	D00	C8B	C6E	030	4A0	C80	C00	C70	000	000	0	0	000	
6648	6648	CE8	C91	C9E	CB9	CB0	CC1	CB3	D00	C8C	C6E	030	4A0	C90	C00	C71	000	000	0	0	000	
6649	6649	CE8	C91	C9E	CB9	CB0	CC1	CB3	D00	C8C	C6E	031	49F	C80	C00	C6F	000	000	0	0	000	
6650	6650	CE8	C91	C9E	CB9	CB0	CC1	CB3	D00	C8B	C6E	030	4A0	C80	C00	C6F	000	000	0	0	000	
6651	6651	CE8	C90	C9D	CBA	CB0	CC1	CB3	D00	C8F	C6F	030	49F	C80	C00	C73	000	000	0	0	000	
6652	6652	CE8	C91	C9D	CB9	CB0	CC1	CB3	D00	C8C	C6E	030	49F	C80	C00	C6F	000	000	0	0	000	
6653	6653	CE8	C91	C9F	CB9	CB0	CC1	CB3	D00	C8B	C6E	030	4A0	C80	C00	C6F	000	000	0	0	000	
6654	6654	CE8	C90	C9E	CBA	CB0	CC1	CB3	D00	C8B	C6E	030	4A0	C80	C00	C6F	000	000	0	0	000	
6655	6655	CE8	C90	C9E	CB9	CB0	CC1	CB3	D00	C8B	C6F	030	49F	C80	C00	C6F	000	000	0	0	000	
6656	6656	CE8	C92	C9E	CB9	CB0	CC1	CB3	D00	C8B	C6E	070	49F	C80	C00	C6F	000	000	0	0	000	
6657	6657	CE8	C91	C9F	CB9	CB0	CC1	CB3	D00	C8B	C6E	070	49F	C80	C00	C70	000	000	0	0	000	
6658	6658	CE8	C91	C9E	CB9	CB0	CC1	CB3	D00	C8B	C6E	070	4A0	C80	C00	C6F	000	000	0	0	000	
6659	6659	CE8	C91	C9F	CB9	CB0	CC2	CB3	D00	C8B	C6E	070	49F	C80	C00	C6F	000	000	0	0	000	
6660	6660	CE8	C90	C9D	CB8	CB0	CC0	CB3	CFF	C8C	C6D	06F	49F	C80	C00	C6F	000	000	0	0	000	
6661	6661	CE7	C90	C9D	CB9	CB0	CC0	CB3	CFF	C8B	C6D	06F	4A0	C80	C00	C6F	000	000	0	0	000	
6662	6662	CE8	C91	C9E	CB9	CB1	CC1	CB4	D00	C8B	C6E	070	49F	C80	C00	C70	000	000	0	0	000	
6663	6663	CE8	C91	C9D	CB9	CB0	CC1	CB3	D00	C8C	C6E	431	49F	C80	C00	C70	000	000	0	0	000	
6664	6664	CE8	C91	C9E	CB9	CB0	CC1	CB3	D00	C8B	C6E	030	49F	C80	C00	C70	000	000	0	0	000	
6665	6665	CE8	C91	C9E	CB9	CB0	CC1	CB3	D00	C8B	C6E	030	49F	C80	C00	C70	000	000	0	0	000	
6666	6666	CE8	C92	C9D	CB9	CB0	CC1	CB3	D00	C8C	C6E	430	49F	C80	C00	C6F	000	000	0	0	000	
6667	6667	CE9	C91	C9E	CB9	CB0	CC1	CB3	D00	C8B	C6E	030	49F	C80	C00	C70	000	000	0	0	000	
6668	6668	CE8	C91	C9D	CB9	CAF	CC1	CB3	D00	C8B	C6E	030	49F	C80	C00	C6F	000	000	0	0	000	
6669	6669	CE8	C90	C9D	CB8	CAF	CC0	CB3	D00	C8B	C6F	06F	49F	C80	C00	C6F	000	000	0	0	000	
6670	6670	CE8	C92	C9E	CB9	CB0	CC1	CB3	D00	C8B	C6E	070	4A0	C90	C00	C70	000	000	0	0	000	
6671	6671	CE8	C90	C9E	CB9	CB0	CC1	CB3	D00	C8F	C6F	070	49F	C80	C00	C6F	000	000	0	0	000	
6672	6672	CE7	C90	C9D	CB8	CB1	CC0	CB3	CFF	C8C	C6D	070	49F	C80	C00	C6F	000	000	0	0	000	
6673	6673	CE8	C91	C9F	CBA	CB0	CC1	CB3	D00	C8B	C6E	070	49F	C80	C00	C6F	000	000	0	0	000	
6674	6674	CE7	C90	C9D	CB8	CAF	CC1	CB3	D00	C8C	C6D	06F	49F	C80	C00	C6F	000	000	0	0	000	
6675	6675	CE7	C90	C9E	CB9	CB0	CC1	CB3	D00	C8B	C6F	06F	49F	C80	C00	C6F	000	000	0	0	000	
6676	6676	CE8	C91	C9E	CB9	CB0	CC1	CB5	D00	C8B	C6E	070	4A0	C80	C00	C71	000	000	0	0	000	
6677	6677	CE8	C91	C9E	CB9	CB0	CC1	CB4	D00	C8C	C6E	070	49F	C80	C00	C70	000	000	0	0	000	
6678	6678	CE7	C90	C9E	CB8	CB0	CC1	CB3	D00	C8B	C6E	070	49F	C80	C00	C6F	000	000	0	0	000	
6679	6679	CE8	C91	C9E	CB9	CB2	CC1	CB3	D00	C8B	C6E	030	49F	C90	C00	C70	000	000	0	0	000	
6680	6680	CE8	C90	C9F	CB9	CB0	CC1	CB3	D00	C8C	C6E	070	49F	C80	C00	C6F	000	000	0	0	000	
6681	6681	CE8	C91	C9F	CB9	CB1	CC1	CB4	D00	C8B	C6F	070	4A0	C80	C00	C6F	000	000	0	0	000	
6682	6682	CE8	C91	C9E	CB9	CB0	CC1	CB4	D00	C8B	C6E	070	49F	C80	C00	C6F	000	000	0	0	000	
6683	6683	CE7	C91	C9D	CB8	CB0	CC1	CB3	D01	C8B	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
6684	6684	CE8	C91	C9E	CB9	CB0	CC1	CB4	D01	C8B	C6E	030	4A1	C80	C00	C70	000	000	0	0	000	
6685	6685	CE7	C90	C9E	CB8	CB0	CC0	CB3	D00	C8B	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
6686	6686	CE7	C90	C9E	CB9	CB0	CC0	CB3	D00	C8C	C6E	06F	4A0	C80	C00	C6F	000	000	0	0	000	
6687	6687	CE8	C91	C9E	CB9	CB0	CC1	CB3	D00	C8B	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
6688	6688	CE8	C91	C9E	CB9	CB0	CC1	CB4	D00	C8B	C6E	430	4A1	C80	C00	C71	000	000	0	0	000	
6689	6689	CE8	C91	C9E	CB9	CB0	CC1	CB5	D00	C8C	C6E	030	49F	C80	C00	C70	000	000	0	0	000	
6690	6690	CE8	C90	C9E	CB9	CB0	CC1	CB4	D00	C8C	C6E	06F	49F	C80	C00	C70	000	000	0	0	000	
6691	6691	CE8	C90	C9E	CB9	CB1	CC3	CB3	D00	C8A	C6E	06F	49F	C80	C00	C70	000	000	0	0	000	
6692	6692	CE8	C91	C9F	CBA	CB0	CC1	CB4	D00	C8B	C6F	070	49F	C80	C00	C70	000	000	0	0	000	
6693	6693	CE8	C90	C9E	CB9	CB0	CC1	CB3	D00	C8B	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
6694	6694	CE8	C91	C9E	CB8	CB0	CC1	CB3	D00	C8C	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
6695	6695	CE8	C91	C9E	CB9	CB0	CC1	CB3	D00	C8B	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
6696	6696	CE8	C90	C9F	CB9	CB0	CC1	CB3	D00	C8A	C6E	06F	49F	C80	C00	C70	000	000	0	0	000	
6697	6697	CE8	C91	C9E	CB9	CB0	CC1	CB4	D02	C8C	C6E	070	4A0	C80	C00	C70	000	000	0	0	000	
6698	6698	CE8	C91	C9E	CB9	CB0	CC1	CB3	D01	C8B	C6E	070	4A0	C80	C00	C6F	000	000	0	0	000	
6699	6699	CE8	C90	C9E	CB9	CB0	CC0	CB3	D00	C8A	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
6700	6700	CE8	C90	C9E	CB9	CB0	CC1	CB3	D00	C8B	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
6701	6701	CE8	C90	C9E	CB8	CB0	CC0	CB3	D00	C8B	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
6702	6702	CE8	C90	C9F	CB9	CB0	CC1	CB3	D00	C8B	C6F	06F	49F	C80	C00	C6F	000	000	0	0	000	
6703	6703	CE8	C90	C9F	CB9	CB0	CC1	CB3	D00	C8B	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
6704	6704	CE8	C90	C9E	CB9	CB0	CC1	CB3	D00	C8B	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
6705	6705	CE8	C90	C9E	CB9	CB0	CC1	CB3	D00	C8C	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
6706	6706	CE8	C91	C9E	CB9	CB1	CC1	CB3	D00	C8B	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
6707	6707	CE8	C91	C9E	CBA	CB1	CC1	CB4	D01	C8B	C6E	070	49F	C80	C00	C71	000	000	0	0	000	
6708	6708	CE8	C91	C9E	CB9	CB0	CC1	CB3	D01	C8C	C6E	070	49F	C80	C00	C6F	000	000	0	0	000	
6709	6709	CE9	C91	C9F	CBA	CB1	CC2	CB4	D01	C8B	C6F	070	4A1	C80	C00	C70	000	000	0	0	000	
6710	6710	CE8	C92	C9E	CB9	CB1	CC1	CB4	D00	C8A	C6E	06F	49F	C80	C00	C70	000	000	0	0	000	
6711	6711	CE8	C92	C9E	CB9	CB0	CC1	CB4	D00	C8B	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
6712	6712	CE7	C91	C9E	CB9	CB0	CC1	CB3	D00	C8A	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
