Sample in Buffer	Sample in Window	counter17	counter16	counter15	counter14	counter13	counter12	counter11	counter10	counter9	counter8	counter7	counter6	counter5	counter4	counter3	counter2	counter1	pufout	mux1_out	clockcounter_out
643	643	CE7	C8F	C9D	CB8	CAF	CC0	CB2	D00	C8B	C6D	06F	49F	C80	C00	C6F	000	000	0	0	000	
644	644	CE7	C90	C9D	CB8	CB0	CC1	CB3	D00	C8B	C6D	06F	4A0	C80	C00	C6F	000	000	0	0	000	
645	645	CE7	C90	C9D	CB8	CAF	CC1	CB3	D01	C8C	C6D	06F	49F	C80	C00	C6F	000	000	0	0	000	
646	646	CE7	C90	C9C	CB9	CAF	CC1	CB7	D00	C8C	C6D	06F	49F	C80	C00	C73	000	000	0	0	000	
647	647	CE7	C90	C9C	CB8	CAF	CC2	CB3	CFF	C8C	C6D	06F	49F	C80	C00	C6F	000	000	0	0	000	
648	648	CE6	C90	C9C	CB8	CAF	CC0	CB2	CFF	C8C	C6D	06F	49F	C80	C00	C6E	000	000	0	0	000	
649	649	CE8	C90	C9D	CB9	CB0	CC1	CB7	D00	C8B	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
650	650	CE7	C90	C9C	CB9	CB0	CC1	CB2	D01	C8B	C6D	06F	49F	C80	C00	C6E	000	000	0	0	000	
651	651	CE7	C90	C9D	CB9	CB1	CC1	CB3	D00	C8C	C6D	06F	49F	C80	C00	C6F	000	000	0	0	000	
652	652	CE8	C92	C9D	CB9	CB0	CC1	CB3	D00	C8B	C6E	06F	4A0	C80	C00	C6F	000	000	0	0	000	
653	653	CE7	C8F	C9C	CB8	CB1	CC0	CB2	CFF	C8B	C6D	06E	49F	C80	C00	C6E	000	000	0	0	000	
654	654	CE7	C90	C9C	CB8	CB0	CC0	CB2	CFF	C8B	C6D	06F	49F	C80	C00	C6E	000	000	0	0	000	
655	655	CE7	C90	C9D	CBA	CB0	CC1	CB3	D00	C8B	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
656	656	CE7	C90	C9C	CB9	CB0	CC0	CB2	CFF	C8C	C6D	06F	49F	C80	C00	C70	000	000	0	0	000	
657	657	CE8	C90	C9D	CB9	CB0	CC1	CB3	D00	C8C	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
658	658	CE7	C90	C9E	CB9	CAF	CC1	CB3	D00	C8B	C6D	06F	49F	C80	C00	C6F	000	000	0	0	000	
659	659	CE8	C90	C9D	CB9	CB0	CC1	CB3	D00	C8C	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
660	660	CE7	C90	C9C	CB8	CB0	CC1	CB3	D00	C8B	C6D	06F	49F	C80	C00	C6F	000	000	0	0	000	
661	661	CE8	C90	C9D	CB9	CB1	CC1	CB3	D00	C8B	C6F	06F	49F	C80	C00	C6F	000	000	0	0	000	
662	662	CE7	C91	C9D	CB9	CB0	CC1	CB3	D00	C8C	C6D	06F	49F	C80	C00	C6F	000	000	0	0	000	
663	663	CE8	C90	C9C	CB9	CB1	CC3	CB2	D00	C8B	C6D	06F	49F	C80	C00	C6F	000	000	0	0	000	
664	664	CE8	C90	C9C	CB9	CAF	CC1	CB2	D00	C8C	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
665	665	CE8	C90	C9D	CB9	CB1	CC0	CB3	D00	C8C	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
666	666	CE7	C90	C9D	CB8	CAF	CC0	CB3	CFF	C8A	C6D	02F	49F	C80	C00	C6F	000	000	0	0	000	
667	667	CE7	C90	C9C	CB8	CAF	CC0	CB2	CFF	C8B	C6D	02F	49F	C80	C00	C70	000	000	0	0	000	
668	668	CE8	C90	C9D	CB9	CB0	CC0	CB3	D00	C8B	C6E	02F	49F	C80	C00	C6F	000	000	0	0	000	
669	669	CE7	C90	C9C	CB9	CB0	CC0	CB3	D00	C8B	C6E	02F	49F	C80	C00	C6F	000	000	0	0	000	
670	670	CE8	C90	C9C	CB8	CB1	CC0	CB3	D00	C8C	C6E	02F	49F	C80	C00	C6F	000	000	0	0	000	
671	671	CE8	C90	C9D	CB9	CB0	CC2	CB3	D00	C8B	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
672	672	CE8	C90	C9E	CB8	CB0	CC0	CB6	CFF	C8B	C6D	06F	49F	C80	C00	C6F	000	000	0	0	000	
673	673	CE8	C90	C9C	CB8	CAF	CC0	CB3	CFF	C8C	C6D	06F	49E	C80	C00	C70	000	000	0	0	000	
674	674	CE8	C90	C9D	CB8	CB1	CC0	CB3	D01	C8B	C6E	430	49F	C80	C00	C6F	000	000	0	0	000	
675	675	CE8	C90	C9D	CB9	CB0	CC0	CB3	D01	C8B	C6E	02F	49F	C80	C00	C6F	000	000	0	0	000	
676	676	CE8	C91	C9D	CB8	CAF	CC0	CB3	D00	C8C	C6E	02F	49E	C80	C00	C6F	000	000	0	0	000	
677	677	CE8	C90	C9D	CB9	CB0	CC0	CB3	D00	C8B	C6E	02F	49F	C80	C00	C6F	000	000	0	0	000	
678	678	CE8	C90	C9D	CB9	CB0	CC1	CB3	D00	C8B	C6E	02F	49F	C80	C00	C6F	000	000	0	0	000	
679	679	CE8	C91	C9D	CBA	CB1	CC0	CB3	D00	C8C	C6D	02F	49F	C80	C00	C70	000	000	0	0	000	
680	680	CE8	C90	C9D	CBA	CB0	CC1	CB3	D00	C8B	C6E	02F	49F	C80	C00	C6F	000	000	0	0	000	
681	681	CE8	C90	C9D	CB8	CB0	CC0	CB3	D00	C8B	C6D	06F	49F	C80	C00	C6F	000	000	0	0	000	
682	682	CE8	C90	C9D	CB8	CB0	CC0	CB2	CF0	C8B	C6D	02F	49F	C80	C00	C70	000	000	0	0	000	
683	683	CE8	C91	C9D	CB8	CB0	CC0	CB3	D00	C8F	C6D	02F	49F	C80	C00	C6F	000	000	0	0	000	
684	684	CE8	C90	C9E	CB8	CB0	CC0	CB3	D00	C8C	C6D	02F	49F	C80	C00	C6F	000	000	0	0	000	
685	685	CE8	C90	C9D	CB8	CB0	CC1	CB3	D00	C8B	C6D	02F	49F	C80	C00	C6F	000	000	0	0	000	
686	686	CE8	C90	C9D	CB8	CB0	CC1	CB3	D00	C8B	C6E	02F	49F	C80	C00	C6F	000	000	0	0	000	
687	687	CE7	C90	C9C	CB8	CAF	CC0	CB3	CFF	C8C	C6D	02F	4A0	C80	C00	C6F	000	000	0	0	000	
688	688	CE8	C90	C9E	CB9	CB0	CC0	CB3	D00	C8C	C6E	02F	49F	C80	C00	C6F	000	000	0	0	000	
689	689	CE7	C90	C9C	CB9	CB1	CC0	CB3	D00	C8B	C6D	02E	49F	C80	C00	C6F	000	000	0	0	000	
690	690	CE7	C91	C9C	CB8	CB0	CC0	CB2	D01	C8C	C6D	02E	49F	C80	C00	C6F	000	000	0	0	000	
691	691	CE8	C90	C9D	CB9	CB0	CC1	CB3	D00	C8C	C6E	02F	49F	C80	C00	C6F	000	000	0	0	000	
692	692	CE8	C90	C9D	CB9	CB0	CC0	CB3	D00	C8B	C6D	430	49F	C80	C00	C6F	000	000	0	0	000	
693	693	CE7	C91	C9D	CB8	CB1	CC0	CB2	D01	C8C	C6D	02F	49F	C80	C00	C6F	000	000	0	0	000	
694	694	CE8	C90	C9D	CB8	CB0	CC1	CB3	D00	C8B	C6E	02F	49F	C80	C00	C6F	000	000	0	0	000	
695	695	CE8	C90	C9C	CB8	CB0	CC0	CB2	D00	C8B	C6D	02F	49F	C80	C00	C6F	000	000	0	0	000	
696	696	CE8	C8F	C9D	CB9	CB0	CC0	CB7	D00	C8C	C6D	02F	49F	C80	C00	C6F	000	000	0	0	000	
697	697	CE8	C90	C9D	CB9	CB1	CC0	CB3	D00	C8B	C6D	02F	49F	C80	C00	C6F	000	000	0	0	000	
698	698	CE8	C90	C9D	CB9	CB0	CC0	CB6	D00	C8C	C6E	02F	4A0	C80	C00	C6F	000	000	0	0	000	
699	699	CE8	C90	C9D	CB8	CAF	CC0	CB2	D01	C8B	C6D	06F	49F	C80	C00	C6F	000	000	0	0	000	
700	700	CE8	C90	C9D	CBA	CB0	CC0	CB3	D00	C8B	C6F	06F	4A0	C80	C00	C70	000	000	0	0	000	
701	701	CE8	C90	C9D	CB9	CB0	CC1	CB3	D00	C8C	C6E	430	4A0	C80	C00	C70	000	000	0	0	000	
702	702	CE8	C90	C9D	CBA	CB0	CC1	CB3	D00	C8B	C6E	030	4A0	C80	C00	C6F	000	000	0	0	000	
703	703	CE8	C90	C9D	CB8	CB0	CC1	CB3	D00	C8B	C6E	02F	4A0	C80	C00	C6F	000	000	0	0	000	
704	704	CE7	C90	C9C	CB8	CAF	CC0	CB2	CFF	C8C	C6D	030	49F	C80	C00	C6F	000	000	0	0	000	
705	705	CE8	C8F	C9C	CB8	CB0	CC0	CB3	D00	C8B	C6E	02F	49F	C80	C00	C6F	000	000	0	0	000	
706	706	CE8	C90	C9D	CB8	CB0	CC2	CB3	D00	C8B	C6E	02F	49F	C80	C00	C70	000	000	0	0	000	
707	707	CE8	C90	C9C	CB8	CB0	CC0	CB3	CFF	C8C	C6D	02F	4B1	C80	C00	C6F	000	000	0	0	000	
708	708	CE8	C90	C9C	CB8	CB0	CC1	CB3	D00	C8B	C6E	02F	49F	C80	C00	C70	000	000	0	0	000	
709	709	CE8	C91	C9C	CB8	CB0	CC1	CB3	D00	C8B	C6E	02F	49F	C80	C00	C6F	000	000	0	0	000	
710	710	CE8	C90	C9D	CB8	CB0	CC0	CB3	D00	C8C	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
711	711	CE8	C90	C9C	CB8	CB1	CC0	CB3	CFF	C8B	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
712	712	CE7	C8F	C9C	CB8	CB1	CC0	CB3	C00	C8B	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
713	713	CE7	C8F	C9D	CB8	CB0	CC0	CB3	CFF	C8C	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
714	714	CE7	C91	C9E	CB8	CB0	CC0	CB3	D00	C8B	C6F	06F	49F	C80	C00	C70	000	000	0	0	000	
715	715	CE8	C90	C9D	CB8	CB0	CC0	CB3	D00	C8C	C6F	06F	49F	C80	C00	C6F	000	000	0	0	000	
716	716	CE8	C90	C9E	CB8	CB0	CC0	CB3	D00	C8A	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
717	717	CE7	C90	C9C	CB8	CB0	CC0	CB7	C00	C8A	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
718	718	CE8	C90	C9D	CB8	CB0	CC0	CB3	D01	C8C	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
719	719	CE7	C8F	C9D	CB8	CB0	CC0	CB3	CFF	C8F	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
720	720	CE8	C90	C9E	CB8	CB0	CC0	CB3	CFF	C8B	C6E	06F	4A0	C80	C00	C6F	000	000	0	0	000	
721	721	CE7	C91	C9C	CB8	CB0	CC0	CB3	D00	C8C	C6E	06F	49F	C80	C00	C70	000	000	0	0	000	
722	722	CE7	C90	C9D	CB8	CB0	CC0	CB3	D00	C8A	C6E	06F	49F	C80	C00	C60	000	000	0	0	000	
723	723	CE8	C90	C9D	CB8	CB0	CC0	CB3	D00	C8A	C6F	06F	49F	C80	C00	C6F	000	000	0	0	000	
724	724	CE8	C91	C9D	CB8	CB0	CC0	CB3	D00	C8C	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
725	725	CE8	C90	C9D	CB8	CB0	CC0	CB3	D01	C8B	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
726	726	CE7	C90	C9D	CB8	CB0	CC1	CB3	CFF	C8B	C6D	06F	49F	C80	C00	C6F	000	000	0	0	000	
727	727	CE7	C90	C9D	CB8	CB0	CC1	CB3	D01	C8C	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
728	728	CE7	C90	C9C	CB8	CB0	CC2	CB3	D00	C8B	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
729	729	CEB	C90	C9C	CB8	CB1	CC0	CB2	D01	C8B	C6D	030	49F	C80	C00	C6F	000	000	0	0	000	
730	730	CE7	C90	C9C	CB8	CB0	CC1	CB2	D00	C8C	C6E	02F	49F	C80	C00	C6F	000	000	0	0	000	
731	731	CE7	C90	C9E	CB8	CB0	CC1	CB3	D00	C8B	C6E	02F	49F	C80	C00	C6F	000	000	0	0	000	
732	732	CEB	C8F	C9D	CB8	CB0	CC0	CB2	CFF	C8B	C6D	02F	49F	C80	C00	C6E	000	000	0	0	000	
733	733	CE7	C90	C9D	CB9	CB0	CC2	CB3	D00	C8B	C6E	020	49F	C80	C00	C6F	000	000	0	0	000	
734	734	CE8	C90	C9D	CB9	CB0	CC2	CB3	D00	C8B	C6E	02F	49F	C80	C00	C70	000	000	0	0	000	
735	735	CE7	C90	C9D	CB8	CB0	CC0	CB2	D00	C8C	C6E	02F	49F	C80	C00	C6F	000	000	0	0	000	
736	736	CE7	C90	C9E	CB8	CAF	CC0	CB2	D00	C8B	C6E	030	49F	C80	C00	C6F	000	000	0	0	000	
737	737	CE7	C90	C9D	CB8	CB0	CC1	CB3	D00	C8B	C6D	02F	49F	C80	C00	C70	000	000	0	0	000	
738	738	CE7	C92	C9C	CB8	CB0	CC0	CB2	D01	C8B	C6D	02F	49F	C80	C00	C6F	000	000	0	0	000	
739	739	CE7	C90	C9D	CB8	CB0	CC1	CB2	D00	C8B	C6E	02F	49F	C80	C00	C70	000	000	0	0	000	
740	740	CE7	C91	C9C	CB8	CB0	CC0	CB2	D00	C8B	C6D	02F	49F	C80	C00	C6F	000	000	0	0	000	
741	741	CE7	C90	C9D	CB9	CB0	CC1	CB2	D00	C8D	C6F	02F	49F	C80	C00	C6F	000	000	0	0	000	
742	742	CE7	C90	C9D	CB8	CB0	CC1	CB2	D00	C8D	C6F	02F	49F	C80	C00	C6F	000	000	0	0	000	
743	743	CE7	C90	C9C	CB8	CB0	CC1	CB2	D00	C8B	C6E	02F	49F	C80	C00	C6F	000	000	0	0	000	
744	744	CE7	C90	C9C	CB8	CB0	CC1	CB2	D00	C8B	C6E	02F	49F	C80	C00	C6F	000	000	0	0	000	
745	745	CE7	C90	C9D	CB9	CB0	CC1	CB3	D00	C8B	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
746	746	CE7	C90	C9D	CB8	CB0	CC3	CB3	D00	C8B	C6D	06F	49F	C80	C00	C6F	000	000	0	0	000	
747	747	CE7	C90	C9C	CB8	CB0	CC0	CB3	D00	C8B	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
748	748	CE7	C90	C9C	CB8	CB0	CC2	CB2	D01	C8B	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
749	749	CE6	C91	C9C	CB8	CBF	CC0	CB3	D00	C8B	C6D	430	49F	C80	C00	C6F	000	000	0	0	000	
750	750	CE8	C91	C9D	CB9	CB0	CC1	CB3	D00	C8B	C6E	431	4A0	C80	C00	C70	000	000	0	0	000	
751	751	CE8	C90	C9D	CBA	CB0	CC1	CB3	D00	C8C	C6E	030	49F	C80	C00	C70	000	000	0	0	000	
752	752	CE7	C90	C9C	CB8	CB0	CC0	CB2	D00	C8C	C6D	06F	49F	C80	C00	C6F	000	000	0	0	000	
753	753	CE7	C90	C9D	CB8	CB0	CC0	CB2	D00	C8B	C6D	06F	49F	C80	C00	C6F	000	000	0	0	000	
754	754	CE7	C90	C9D	CB9	CB0	CC0	CB2	D00	C8B	C6E	06F	4A0	C80	C00	C6E	000	000	0	0	000	
755	755	CE7	C91	C9C	CB8	CB0	CC0	CB2	D00	C8C	C6F	06F	49F	C80	C00	C6E	000	000	0	0	000	
756	756	CE7	C91	C9D	CB8	CB1	CC1	CB3	D00	C8C	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
757	757	CE7	C90	C9D	CB8	CB0	CC1	CB3	D00	C8B	C6F	06F	49F	C80	C00	C6F	000	000	0	0	000	
758	758	CE7	C90	C9C	CB8	CB0	CC1	CB2	D00	C8C	C6E	06F	49F	C80	C00	C70	000	000	0	0	000	
759	759	CE7	C91	C9D	CB8	CB1	CC1	CB3	D00	C8B	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
760	760	CE7	C90	C9D	CB8	CB0	CC0	CB2	D00	C8C	C6E	06F	4A0	C80	C00	C6F	000	000	0	0	000	
761	761	CE7	C90	C9D	CB8	CB0	CC1	CB3	D00	C8B	C6F	06F	49F	C80	C00	C6F	000	000	0	0	000	
762	762	CE8	C91	C9D	CB9	CB1	CC1	CB3	D00	C8B	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
763	763	CE7	C90	C9E	CB8	CB0	CC1	CB3	D00	C8C	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
764	764	CE7	C90	C9D	CB8	CB0	CC1	CB3	D00	C8B	C6E	070	4A0	C80	C00	C6F	000	000	0	0	000	
765	765	CE7	C90	C9E	CB8	CB0	CC2	CB3	D00	C8B	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
766	766	CEB	C91	C9C	CB8	CBF	CC0	CB2	D00	C8C	C6D	43F	49F	C80	C00	C6F	000	000	0	0	000	
767	767	CE7	C90	C9D	CB9	CB0	CC1	CB2	D00	C8B	C6F	02F	49F	C80	C00	C6F	000	000	0	0	000	
768	768	CE7	C90	C9D	CB9	CB0	CC2	CB3	D01	C8B	C6F	02F	49F	C80	C00	C6F	000	000	0	0	000	
769	769	CE8	C91	C9C	CB9	CB0	CC1	CB2	D00	C8C	C6E	02F	49F	C80	C00	C6F	000	000	0	0	000	
770	770	CE7	C90	C9D	CB9	CB0	CC1	CB3	D00	C8B	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
771	771	CE7	C90	C9D	CB8	CB0	CC1	CB3	D00	C8C	C6E	03F	49E	C80	C00	C6F	000	000	0	0	000	
772	772	CE7	C90	C9D	CB8	CB0	CC1	CB3	D00	C8C	C6E	06F	49F	C80	C00	C70	000	000	0	0	000	
773	773	CE7	C90	C9D	CB8	CB0	CC1	CB3	D00	C8B	C6E	06F	49F	C80	C00	C70	000	000	0	0	000	
774	774	CE7	C90	C9D	CB8	CAF	CC0	CB3	D00	C8B	C6F	06F	49F	C80	C00	C70	000	000	0	0	000	
775	775	CE7	C90	C9D	CB8	CB0	CC0	CB3	D00	C8B	C6E	06F	49F	C80	C00	C71	000	000	0	0	000	
776	776	CE8	C92	C9D	CB9	CB0	CC1	CB3	D00	C8C	C6E	06F	49F	C80	C00	C70	000	000	0	0	000	
777	777	CE7	C90	C9D	CB8	CB1	CC0	CB3	D00	C8B	C6D	06F	4A0	C80	C00	C6F	000	000	0	0	000	
778	778	CE7	C90	C9D	CB8	CB0	CC0	CB3	D00	C8B	C6D	06F	4A0	C80	C00	C71	000	000	0	0	000	
779	779	CE7	C90	C9D	CB9	CB1	CC0	CB3	D00	C8B	C6E	06F	49F	C80	C00	C70	000	000	0	0	000	
780	780	CE7	C91	C9C	CB8	CAF	CC0	CB3	D00	C8C	C6D	06F	49E	C80	C00	C6F	000	000	0	0	000	
781	781	CE7	C90	C9C	CB9	CB0	CC1	CB3	D00	C8B	C6D	06F	49F	C80	C00	C70	000	000	0	0	000	
782	782	CE7	C90	C9C	CB8	CAF	CC1	CB3	D00	C8B	C6D	06F	49F	C80	C00	C6F	000	000	0	0	000	
783	783	CE8	C91	C9D	CB8	CAF	CC1	CB3	D00	C8C	C6D	06F	49F	C80	C00	C6F	000	000	0	0	000	
784	784	CE8	C90	C9D	CB9	CB0	CC1	CB3	D00	C8B	C6D	06F	49F	C80	C00	C6F	000	000	0	0	000	
785	785	CE8	C91	C9D	CB9	CB0	CC1	CB3	D00	C8B	C6E	06F	4A0	C80	C00	C6F	000	000	0	0	000	
786	786	CE7	C90	C9D	CB8	CB0	CC0	CB2	CFF	C8B	C6D	030	49F	C80	C00	C6F	000	000	0	0	000	
787	787	CE7	C90	C9D	CB8	CB0	CC1	CB3	D00	C8B	C6D	02F	49F	C80	C00	C6F	000	000	0	0	000	
788	788	CE7	C90	C9D	CB8	CB0	CC2	CB3	D00	C8B	C6D	02F	49F	C80	C00	C6F	000	000	0	0	000	
789	789	CE8	C90	C9D	CB8	CB0	CC1	CB3	D00	C8C	C6D	02F	49F	C80	C00	C6F	000	000	0	0	000	
790	790	CE8	C91	C9D	CB9	CB1	CC1	CB3	D00	C8B	C6E	02F	49F	C80	C00	C70	000	000	0	0	000	
791	791	CE7	C90	C9C	CB8	CB1	CC0	CB2	D00	C8C	C6D	02F	49F	C80	C00	C6F	000	000	0	0	000	
792	792	CE8	C90	C9D	CB8	CB0	CC0	CB3	D00	C8B	C6E	02F	49F	C80	C00	C6F	000	000	0	0	000	
793	793	CE8	C90	C9D	CB8	CB0	CC0	CB2	D00	C8F	C6E	02F	49F	C80	C00	C6F	000	000	0	0	000	
794	794	CEF	C90	C9C	CB8	CAF	CC0	CB2	CFF	C8B	C6D	02E	49E	C80	C00	C6F	000	000	0	0	000	
795	795	CE8	C90	C9D	CB8	CB0	CC1	CB3	D00	C8B	C6E	02F	49F	C80	C00	C6F	000	000	0	0	000	
796	796	CE8	C90	C9D	CB9	CB0	CC1	CB3	D00	C8B	C6E	02F	49F	C80	C00	C6F	000	000	0	0	000	
797	797	CE8	C91	C9D	CB8	CB0	CC1	CB3	D00	C8C	C6D	02F	49F	C80	C00	C6F	000	000	0	0	000	
798	798	CE8	C91	C9D	CB8	CB0	CC1	CB3	D00	C8B	C6D	02F	49F	C80	C00	C70	000	000	0	0	000	
799	799	CE7	C91	C9D	CB8	CB0	CC1	CB2	D01	C8B	C6D	02F	49F	C80	C00	C6F	000	000	0	0	000	
800	800	CE7	C91	C9D	CB8	CB0	CC1	CB2	CFF	C8C	C6D	02F	49F	C80	C00	C6F	000	000	0	0	000	
801	801	CE8	C90	C9D	CB8	CB0	CC1	CB2	D00	C8B	C6E	030	49F	C80	C00	C70	000	000	0	0	000	
802	802	CE8	C90	C9D	CB8	CB0	CC0	CB2	D00	C8B	C6D	02F	49F	C80	C00	C6F	000	000	0	0	000	
803	803	CE7	C90	C9C	CB8	CB0	CC0	CB2	D00	C8B	C6D	02F	4A0	C80	C00	C6F	000	000	0	0	000	
804	804	CE8	C90	C9D	CB9	CB1	CC1	CB2	D00	C8B	C6E	030	49F	C80	C00	C6F	000	000	0	0	000	
805	805	CE7	C90	C9D	CB8	CB0	CC1	CB2	D00	C8B	C6F	02F	49F	C80	C00	C6F	000	000	0	0	000	
806	806	CE8	C90	C9D	CBA	CB0	CC1	CB2	D00	C8B	C6E	02F	49F	C80	C00	C6F	000	000	0	0	000	
807	807	CE8	C90	C9D	CB9	CB0	CC1	CB3	D00	C8B	C6E	02F	49F	C80	C00	C70	000	000	0	0	000	
808	808	CE7	C90	C9D	CB8	CB0	CC0	CB2	D00	C8B	C6D	02F	49F	C80	C00	C6F	000	000	0	0	000	
809	809	CE8	C91	C9D	CB9	CB1	CC1	CB3	D01	C8B	C6F	030	49F	C80	C00	C70	000	000	0	0	000	
810	810	CE8	C91	C9D	CB9	CB0	CC1	CB2	D00	C8B	C6E	030	49F	C80	C00	C70	000	000	0	0	000	
811	811	CE7	C90	C9C	CB8	CAF	CC0	CB2	D00	C8C	C6D	02F	49F	C80	C00	C71	000	000	0	0	000	
812	812	CE8	C90	C9D	CB8	CB0	CC1	CB2	D00	C8B	C6D	030	4A0	C80	C00	C70	000	000	0	0	000	
813	813	CE8	C90	C9D	CB8	CB1	CC2	CB2	D00	C8B	C6E	02F	49F	C80	C00	C70	000	000	0	0	000	
814	814	CE7	C91	C9C	CB8	CB0	CC0	CB2	D01	C8B	C6D	02F	49F	C80	C00	C6F	000	000	0	0	000	
815	815	CE7	C90	C9C	CB8	CB0	CC1	CB2	D00	C8B	C6D	02F	49F	C80	C00	C70	000	000	0	0	000	
816	816	CE7	C90	C9E	CB8	CAF	CC0	CB2	D00	C8A	C6D	02F	49F	C80	C00	C6F	000	000	0	0	000	
817	817	CE7	C90	C9D	CB8	CAF	CC0	CB2	D00	C8C	C6D	02F	49F	C80	C00	C6F	000	000	0	0	000	
818	818	CE7	C90	C9D	CB8	CB0	CC0	CB2	D00	C8B	C6D	02F	49F	C80	C00	C6F	000	000	0	0	000	
819	819	CE8	C90	C9D	CB8	CB1	CC0	CB2	D00	C8B	C6D	02F	49F	C80	C00	C6F	000	000	0	0	000	
820	820	CE8	C90	C9D	CB8	CB1	CC1	CB2	D00	C8C	C6D	02F	493	C80	C00	C6F	000	000	0	0	000	
821	821	CE8	C91	C9D	CB8	CB1	CC2	CB2	D00	C8B	C6E	02F	49F	C80	C00	C70	000	000	0	0	000	
822	822	CE7	C90	C9C	CB9	CAF	CC0	CB2	D00	C8C	C6D	02F	49E	C80	C00	C6F	000	000	0	0	000	
823	823	CE8	C91	C9D	CB8	CB1	CC1	CB3	D01	C8B	C6E	030	49F	C80	C00	C70	000	000	0	0	000	
824	824	CE7	C91	C9D	CB8	CB0	CC0	CB2	D00	C8B	C6E	030	49F	C80	C00	C70	000	000	0	0	000	
825	825	CE7	C90	C9E	CB8	CAF	CC0	CB2	D00	C8C	C6D	06F	49E	C80	C00	C6F	000	000	0	0	000	
826	826	CE7	C90	C9D	CB8	CAF	CC0	CB2	D00	C8B	C6D	06F	49F	C80	C00	C6F	000	000	0	0	000	
827	827	CE7	C90	C9D	CB8	CAF	CC0	CB2	D00	C8B	C6D	06F	49F	C80	C00	C6F	000	000	0	0	000	
828	828	CE7	C91	C9E	CB8	CAF	CC0	CB2	D00	C8C	C6D	06F	49F	C80	C00	C6F	000	000	0	0	000	
829	829	CE7	C91	C9D	CB8	CB0	CC2	CB6	D00	C8B	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
830	830	CE7	C91	C9D	CB8	CB0	CC1	CB3	D00	C8B	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
831	831	CE7	C91	C9D	CBA	CB0	CC0	CB3	D01	C8C	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
832	832	CE7	C91	C9D	CB9	CAF	CC1	CB3	D01	C8B	C6D	06F	49F	C80	C00	C6F	000	000	0	0	000	
833	833	CE7	C90	C9C	CB8	CAF	CC0	CB2	D00	C8B	C6D	431	49F	C80	C00	C70	000	000	0	0	000	
834	834	CE7	C90	C9D	CB8	CAF	CC1	CB3	D00	C8B	C6D	02F	4A0	C80	C00	C6F	000	000	0	0	000	
835	835	CE8	C91	C9D	CB9	CB0	CC1	CB3	D01	C8B	C6E	030	4A0	C80	C00	C70	000	000	0	0	000	
836	836	CE7	C90	C9C	CB8	CB0	CC0	CB2	D00	C8B	C6D	02F	49F	C80	C00	C6F	000	000	0	0	000	
837	837	CE7	C90	C9E	CB9	CB0	CC0	CB3	D00	C8B	C6D	02F	49F	C80	C00	C6F	000	000	0	0	000	
838	838	CE7	C90	C9D	CB8	CBF	CC0	CB7	D00	C8B	C6D	430	49F	C80	C00	C6F	000	000	0	0	000	
839	839	CE7	C90	C9C	CB8	CAF	CC0	CB2	D00	C8C	C6D	02F	49F	C80	C00	C70	000	000	0	0	000	
840	840	CE8	C90	C9D	CBA	CB0	CC0	CB2	D00	C8B	C6D	02F	49F	C80	C00	C6F	000	000	0	0	000	
841	841	CE7	C90	C9C	CB8	CB0	CC0	CB2	D00	C8B	C6D	02F	49F	C80	C00	C6F	000	000	0	0	000	
842	842	CE7	C90	C9C	CB8	CB0	CC0	CB2	D00	C8C	C6D	03F	49E	C80	C00	C6F	000	000	0	0	000	
843	843	CE7	C90	C9C	CB9	CB0	CC1	CB2	D01	C8B	C6E	02F	49F	C80	C00	C70	000	000	0	0	000	
