Sample in Buffer	Sample in Window	counter14	counter13	counter12	counter11	counter10	counter9	counter8	counter7	counter6	counter5	counter4	counter3	counter2	counter1	counter0	pufout	mux1_out	clockcounter_out
4078	4078	1	0	0	1	0	0	1	0	1	1	1	1	1	0	1	0	1	000	
4079	4079	1	0	0	0	1	1	1	0	1	0	0	0	1	1	1	0	1	000	
4080	4080	1	0	1	1	0	1	0	0	1	1	0	1	1	1	1	1	1	000	
4081	4081	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	0	1	000	
4082	4082	1	0	0	0	1	0	1	1	0	0	1	0	0	1	1	1	1	000	
4083	4083	1	0	0	1	1	0	1	1	1	0	1	0	1	1	1	0	1	000	
4084	4084	1	0	0	0	0	0	1	1	1	0	1	0	1	1	1	1	1	000	
4085	4085	1	0	0	0	0	0	1	0	1	0	1	0	1	1	1	1	1	000	
4086	4086	1	1	0	0	1	0	1	1	0	0	1	0	0	1	0	0	0	000	
4087	4087	1	0	0	1	0	0	1	1	1	0	1	0	1	1	1	0	1	000	
4088	4088	1	0	0	0	1	0	1	1	1	1	1	0	0	1	1	0	1	000	
4089	4089	1	1	0	0	1	1	1	0	1	0	1	0	0	1	1	0	1	000	
4090	4090	1	0	0	0	1	0	1	0	1	0	1	0	1	1	1	0	1	000	
4091	4091	1	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0	0	000	
4092	4092	1	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	000	
4093	4093	1	1	0	0	1	0	1	1	1	0	1	0	0	1	1	1	1	000	
4094	4094	1	1	0	0	1	0	1	1	1	1	1	0	0	1	1	0	1	000	
4095	4095	1	0	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	000	
4096	4096	1	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	000	
4097	4097	1	1	0	0	1	0	1	1	1	1	1	0	0	1	1	1	1	000	
4098	4098	1	1	0	0	1	0	1	1	0	1	1	0	0	1	1	0	1	000	
4099	4099	1	1	0	0	1	0	1	1	1	0	1	0	0	1	1	1	1	000	
4100	4100	1	1	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	000	
4101	4101	1	0	1	1	0	0	0	1	0	0	0	0	1	0	1	0	0	000	
4102	4102	0	1	0	0	1	0	1	1	1	1	1	1	0	1	1	1	1	000	
4103	4103	1	0	0	0	1	0	1	1	1	0	0	0	1	0	1	0	1	000	
4104	4104	0	0	0	0	1	0	1	1	1	0	1	0	0	0	1	0	0	000	
4105	4105	1	0	1	1	0	0	0	0	0	0	1	1	1	0	1	0	1	000	
4106	4106	1	0	1	1	0	0	0	0	0	0	1	0	1	0	0	1	1	000	
4107	4107	0	1	1	1	0	0	0	0	0	0	0	1	1	1	0	1	1	000	
4108	4108	1	0	1	0	0	0	1	1	0	0	1	0	1	1	1	1	1	000	
4109	4109	1	0	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	000	
4110	4110	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	1	1	000	
4111	4111	1	0	0	0	1	0	1	1	1	0	1	0	0	0	1	0	0	000	
4112	4112	0	1	1	1	0	0	0	0	0	0	0	1	1	1	0	1	1	000	
4113	4113	1	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	1	000	
4114	4114	1	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	1	000	
4115	4115	1	1	1	1	0	0	0	0	1	0	0	1	1	0	0	0	1	000	
4116	4116	1	0	0	0	0	0	1	1	1	1	0	1	1	0	1	1	1	000	
4117	4117	0	1	1	1	0	1	0	0	1	0	0	1	1	1	0	1	1	000	
4118	4118	0	0	0	1	1	0	1	0	1	1	1	1	1	0	1	1	1	000	
4119	4119	1	0	1	1	0	0	1	0	1	0	0	0	1	0	0	0	0	000	
4120	4120	1	0	0	0	1	0	1	1	1	1	1	0	1	0	1	0	0	000	
4121	4121	1	0	0	0	1	0	0	1	1	0	1	0	0	1	1	0	0	000	
4122	4122	1	1	1	1	0	1	1	0	0	1	0	0	1	0	1	0	0	000	
4123	4123	1	1	1	0	0	0	1	1	1	1	1	0	1	0	0	0	0	000	
4124	4124	1	1	1	1	0	1	1	0	1	0	0	0	1	0	0	0	0	000	
4125	4125	1	0	1	1	0	0	1	0	1	1	1	0	1	0	0	0	0	000	
4126	4126	1	0	0	0	0	0	1	1	1	0	1	0	1	0	0	0	0	000	
4127	4127	1	0	0	0	0	0	1	1	1	0	1	0	1	0	1	0	0	000	
4128	4128	0	0	1	1	0	0	0	0	1	0	0	0	1	1	0	0	0	000	
4129	4129	0	1	1	1	0	0	1	0	1	0	0	0	1	1	0	0	0	000	
4130	4130	1	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	000	
4131	4131	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	0	000	
4132	4132	1	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0	0	000	
4133	4133	1	0	0	1	0	0	1	0	1	0	1	0	1	1	1	0	1	000	
4134	4134	1	0	0	1	1	0	1	1	1	1	1	0	1	0	1	1	1	000	
4135	4135	0	0	1	1	0	0	1	1	1	1	1	0	1	0	0	0	1	000	
4136	4136	0	1	0	0	1	1	0	0	0	1	1	1	0	1	0	0	1	000	
4137	4137	1	0	1	0	1	0	1	1	1	1	1	0	1	0	1	0	1	000	
4138	4138	0	1	1	1	0	1	0	0	1	0	0	0	1	1	1	0	0	000	
4139	4139	0	1	0	1	0	0	0	1	1	0	1	0	1	0	1	0	1	000	
4140	4140	1	0	0	0	1	0	1	1	1	1	1	0	1	0	1	0	1	000	
4141	4141	1	0	0	0	1	0	1	1	1	1	1	0	1	0	1	0	1	000	
4142	4142	1	0	0	1	1	0	1	1	1	1	1	0	1	0	1	1	1	000	
4143	4143	1	0	0	1	1	0	1	1	1	1	1	0	1	0	1	0	1	000	
4144	4144	1	0	0	1	1	0	1	1	1	1	1	0	1	0	1	0	1	000	
4145	4145	0	0	0	1	1	0	0	1	1	0	1	0	1	0	1	1	1	000	
4146	4146	0	0	0	1	1	0	1	1	1	1	1	0	1	0	1	1	1	000	
4147	4147	1	0	0	1	1	0	1	1	1	0	1	0	1	0	1	0	1	000	
4148	4148	1	0	0	1	1	0	1	1	1	1	1	0	1	0	1	1	1	000	
4149	4149	1	0	0	1	1	1	1	1	1	0	1	0	1	0	1	0	0	000	
4150	4150	0	0	1	1	1	1	0	0	1	0	1	1	1	0	0	0	0	000	
4151	4151	1	0	0	1	1	0	1	1	1	0	1	0	1	0	1	0	0	000	
4152	4152	1	0	0	1	1	0	1	1	1	1	1	0	0	0	1	0	1	000	
4153	4153	0	0	0	0	0	0	1	1	1	1	1	0	1	0	1	0	1	000	
4154	4154	0	1	1	1	0	1	0	1	1	0	0	1	1	0	0	0	0	000	
4155	4155	0	1	1	1	0	1	1	1	0	0	1	1	1	0	0	0	0	000	
4156	4156	1	1	0	0	0	0	1	1	1	0	1	0	1	0	1	0	0	000	
4157	4157	1	0	0	0	1	0	1	1	1	0	1	0	0	1	1	0	0	000	
4158	4158	1	0	0	0	1	0	1	1	1	1	0	0	0	1	1	0	1	000	
4159	4159	0	1	1	1	0	1	0	0	0	0	0	1	1	0	0	0	0	000	
4160	4160	1	1	0	1	0	1	1	0	0	0	0	1	1	1	0	0	0	000	
4161	4161	0	1	1	1	0	1	0	1	0	0	0	1	1	0	0	0	0	000	
4162	4162	1	0	1	0	1	0	1	1	1	0	1	0	0	0	1	0	0	000	
4163	4163	0	1	1	1	0	1	0	1	0	0	0	1	1	0	0	0	0	000	
4164	4164	0	1	1	1	0	1	0	1	0	0	0	0	1	0	0	0	0	000	
4165	4165	1	0	0	1	0	1	0	1	1	1	1	0	0	0	1	1	1	000	
4166	4166	0	0	1	1	0	1	0	1	0	0	1	1	1	1	1	0	0	000	
4167	4167	0	0	1	1	0	1	0	0	1	0	1	0	1	0	0	0	1	000	
4168	4168	0	0	1	1	0	1	0	0	1	0	1	1	1	0	0	1	1	000	
4169	4169	1	0	1	1	1	1	0	0	1	0	1	0	0	0	0	0	1	000	
4170	4170	0	0	1	1	0	1	0	1	1	0	1	1	1	0	0	0	1	000	
4171	4171	0	0	1	1	0	1	0	0	1	0	1	0	1	0	0	1	1	000	
4172	4172	0	0	0	1	0	1	0	0	1	0	1	1	1	0	0	0	1	000	
4173	4173	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	1	000	
4174	4174	1	0	0	0	0	0	1	1	1	1	1	0	1	0	1	1	1	000	
4175	4175	0	1	0	1	0	1	0	1	1	0	1	1	1	0	0	1	1	000	
4176	4176	0	1	0	1	0	0	0	1	1	0	1	0	1	0	0	0	1	000	
4177	4177	0	1	0	1	0	0	0	0	1	0	1	1	1	0	0	1	1	000	
4178	4178	1	0	0	0	0	0	0	1	1	0	1	0	1	0	0	1	1	000	
4179	4179	0	0	1	1	0	1	0	0	1	1	0	1	1	0	0	0	0	000	
4180	4180	0	0	1	1	0	0	0	0	1	1	1	1	1	0	0	0	0	000	
4181	4181	1	1	0	0	1	0	1	0	1	0	1	0	0	1	1	0	0	000	
4182	4182	0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	000	
4183	4183	0	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	000	
4184	4184	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	000	
4185	4185	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	000	
4186	4186	1	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	000	
4187	4187	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	000	
4188	4188	0	0	1	1	0	1	0	0	0	0	0	1	1	0	0	0	0	000	
4189	4189	0	0	1	0	0	1	0	0	1	0	1	1	1	0	0	0	0	000	
4190	4190	0	0	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0	000	
4191	4191	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	000	
4192	4192	0	0	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	000	
4193	4193	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	000	
4194	4194	1	0	0	0	0	1	0	0	1	0	1	1	1	0	1	0	0	000	
4195	4195	1	0	0	0	0	1	0	0	1	0	1	0	1	0	1	0	0	000	
4196	4196	0	0	0	1	0	1	0	0	1	0	1	1	1	0	0	0	0	000	
4197	4197	1	1	0	0	0	0	1	1	1	0	1	0	1	0	1	0	1	000	
4198	4198	1	1	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	000	
4199	4199	0	1	1	1	0	0	0	0	1	0	1	1	1	0	0	0	0	000	
4200	4200	1	1	0	0	1	0	0	1	1	0	1	1	1	0	1	0	0	000	
4201	4201	0	1	1	1	0	1	0	0	0	0	1	1	1	0	0	0	0	000	
4202	4202	0	1	0	1	0	1	0	0	1	0	1	1	1	0	0	0	0	000	
4203	4203	0	1	0	1	0	1	0	0	1	1	0	1	1	0	0	0	0	000	
4204	4204	1	0	0	1	1	0	0	1	1	0	1	0	0	0	1	0	0	000	
4205	4205	0	1	1	1	0	1	0	0	1	0	0	1	1	1	0	0	0	000	
4206	4206	1	0	0	1	0	0	0	1	1	0	1	1	1	0	1	0	0	000	
4207	4207	0	1	1	0	0	1	0	0	1	0	0	1	1	1	0	0	0	000	
4208	4208	1	0	0	1	0	1	0	1	1	0	0	1	1	0	0	0	1	000	
4209	4209	1	0	0	0	1	0	1	0	0	1	1	0	0	0	1	0	0	000	
4210	4210	0	0	1	1	0	1	1	1	1	0	0	1	1	1	1	0	1	000	
4211	4211	1	0	0	1	0	0	1	1	1	0	1	0	1	0	1	0	0	000	
4212	4212	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	000	
4213	4213	1	1	1	1	0	1	1	1	1	0	0	0	1	0	1	1	1	000	
4214	4214	1	0	1	1	0	1	1	1	1	0	1	0	1	0	1	0	1	000	
4215	4215	0	0	1	1	0	1	0	1	1	0	0	0	1	0	1	0	1	000	
4216	4216	0	0	0	1	0	1	1	1	1	0	1	0	1	0	1	0	1	000	
4217	4217	0	0	1	1	0	1	0	1	1	0	0	1	1	0	0	0	1	000	
4218	4218	0	0	1	1	0	1	0	1	1	0	1	1	1	0	1	1	1	000	
4219	4219	0	0	1	1	0	1	0	0	0	0	0	1	1	0	0	0	1	000	
4220	4220	0	0	1	1	0	1	0	0	1	0	0	1	1	1	0	0	1	000	
4221	4221	0	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	000	
4222	4222	1	0	1	1	0	0	0	1	1	1	1	1	1	0	1	0	0	000	
4223	4223	0	1	1	1	0	1	0	1	1	1	0	1	1	0	0	0	0	000	
4224	4224	0	0	1	1	0	0	0	1	1	1	1	1	1	0	1	0	0	000	
4225	4225	1	0	0	1	1	0	1	1	1	1	1	0	0	0	1	1	1	000	
4226	4226	1	0	0	0	1	0	1	1	1	1	1	0	0	0	1	1	1	000	
4227	4227	0	0	1	1	1	1	0	0	1	0	1	1	1	0	1	0	1	000	
4228	4228	0	0	0	1	1	1	1	0	1	1	1	1	0	0	1	0	1	000	
4229	4229	1	0	1	1	0	0	0	0	1	0	1	1	1	0	1	0	0	000	
4230	4230	0	0	1	1	0	1	0	0	1	0	0	1	1	0	0	0	0	000	
4231	4231	1	0	0	1	0	1	0	0	1	0	0	1	1	0	0	0	0	000	
4232	4232	0	1	0	0	1	0	1	1	0	0	1	1	0	0	1	1	1	000	
4233	4233	0	0	1	1	0	1	0	0	1	0	0	1	1	0	0	0	0	000	
4234	4234	0	0	1	1	0	1	0	1	1	0	0	1	1	1	0	0	0	000	
4235	4235	1	1	0	1	1	0	1	1	0	0	1	0	0	0	1	1	1	000	
4236	4236	0	0	0	1	1	0	0	1	1	0	1	0	0	0	1	1	1	000	
4237	4237	0	0	1	1	0	1	0	1	1	0	0	1	1	0	0	0	0	000	
4238	4238	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	000	
4239	4239	0	0	1	1	0	0	0	0	1	1	0	1	1	0	0	1	1	000	
4240	4240	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	000	
4241	4241	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	1	000	
4242	4242	0	0	1	1	0	1	0	0	1	0	0	1	1	0	1	1	1	000	
4243	4243	1	0	0	1	1	0	1	1	1	1	0	1	0	0	1	0	1	000	
4244	4244	1	1	1	0	1	0	1	1	0	1	1	0	0	1	0	0	0	000	
4245	4245	0	1	0	1	0	1	0	1	1	0	0	1	1	0	0	0	1	000	
4246	4246	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	1	1	000	
4247	4247	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	1	1	000	
4248	4248	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	1	1	000	
4249	4249	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	000	
4250	4250	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	1	1	000	
4251	4251	1	0	0	1	1	0	1	1	1	1	0	1	0	0	1	1	1	000	
4252	4252	0	1	1	1	0	0	0	0	1	0	0	1	1	0	0	1	1	000	
4253	4253	1	0	0	1	0	0	1	1	0	0	1	0	0	0	1	0	0	000	
4254	4254	0	0	1	1	1	0	0	0	1	0	0	1	1	0	0	1	1	000	
4255	4255	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	000	
4256	4256	1	0	1	0	0	0	1	1	0	1	1	0	0	0	1	1	1	000	
4257	4257	1	0	0	1	0	0	1	1	0	1	1	0	0	0	1	0	0	000	
4258	4258	0	1	0	1	1	1	0	0	1	0	0	1	1	1	0	0	0	000	
4259	4259	1	0	1	1	1	1	1	1	0	0	1	0	0	0	1	1	1	000	
4260	4260	0	0	0	1	0	1	0	1	1	0	0	1	1	0	0	0	0	000	
4261	4261	0	1	0	1	0	1	0	0	1	0	0	1	1	0	0	0	0	000	
4262	4262	0	0	0	1	0	0	1	1	0	0	1	1	0	0	1	0	0	000	
4263	4263	1	1	0	1	0	1	1	1	0	0	1	0	1	0	1	0	0	000	
4264	4264	0	1	0	1	1	0	1	1	1	0	1	0	1	0	1	0	0	000	
4265	4265	0	1	0	1	0	1	1	1	1	0	1	0	1	0	0	0	0	000	
4266	4266	0	1	0	1	0	1	0	1	1	0	1	1	1	0	0	0	0	000	
4267	4267	0	1	0	1	0	1	0	0	1	0	1	0	1	1	0	0	0	000	
4268	4268	1	0	0	1	1	1	1	1	0	0	1	0	1	0	1	0	0	000	
4269	4269	1	0	0	1	0	0	1	1	1	0	1	0	1	0	0	0	0	000	
4270	4270	1	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	000	
4271	4271	1	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	000	
4272	4272	0	0	0	1	0	1	0	0	1	0	0	1	1	0	0	0	0	000	
4273	4273	1	0	0	0	0	0	1	1	0	1	1	0	0	1	1	0	0	000	
4274	4274	0	0	0	1	0	1	0	0	1	0	0	1	1	0	0	0	0	000	
4275	4275	0	0	0	1	0	1	0	0	0	1	1	1	1	0	1	0	0	000	
4276	4276	1	0	0	1	0	1	1	1	0	1	1	1	1	0	1	0	0	000	
4277	4277	1	1	0	0	1	0	1	0	0	1	1	0	0	1	1	1	1	000	
4278	4278	0	1	1	1	0	1	0	1	1	0	0	1	1	0	0	1	1	000	
4279	4279	0	1	0	1	0	1	0	1	0	1	1	0	1	0	0	0	1	000	
4280	4280	1	0	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	000	
4281	4281	1	0	0	1	0	1	0	1	1	0	1	1	1	0	0	0	0	000	
4282	4282	1	1	0	1	0	1	0	1	1	0	0	1	0	1	0	0	1	000	
4283	4283	1	0	0	1	1	0	1	1	0	0	0	0	1	1	0	0	1	000	
4284	4284	1	1	0	1	0	1	0	0	1	0	0	1	0	0	0	1	1	000	
4285	4285	1	1	0	1	1	1	1	1	0	0	1	1	1	0	0	0	1	000	
4286	4286	0	1	1	1	0	1	0	1	1	0	0	1	1	0	0	0	0	000	
4287	4287	1	1	1	1	0	1	0	1	1	0	0	1	1	0	0	1	1	000	
4288	4288	1	0	0	0	1	1	1	1	0	0	1	0	1	0	0	1	1	000	
4289	4289	1	1	1	1	0	1	1	1	1	0	1	0	1	0	1	0	1	000	
4290	4290	1	0	0	0	1	1	0	0	0	1	1	0	0	1	1	1	1	000	
4291	4291	1	0	0	1	1	1	1	1	0	1	0	0	1	0	1	0	1	000	
4292	4292	1	0	0	0	1	1	1	1	0	0	1	0	1	0	1	0	1	000	
4293	4293	1	1	0	1	1	1	1	1	0	0	0	0	1	0	1	0	1	000	
4294	4294	1	0	0	0	1	1	1	0	0	0	1	0	1	0	1	1	1	000	
4295	4295	0	1	1	1	0	0	0	1	1	0	0	1	0	1	0	0	0	000	
4296	4296	0	1	1	1	0	1	0	1	1	0	0	1	0	0	0	0	0	000	
4297	4297	1	0	0	0	0	1	1	1	0	0	1	0	1	0	0	0	1	000	
4298	4298	1	0	0	0	1	0	1	0	0	1	1	0	1	0	1	1	0	000	
4299	4299	1	0	0	1	0	1	1	1	1	0	1	1	1	0	0	1	1	000	
4300	4300	0	1	1	1	0	1	0	1	1	0	1	1	1	0	0	0	1	000	
4301	4301	1	0	0	0	1	1	1	0	0	1	1	0	1	0	1	1	1	000	
4302	4302	0	1	1	1	0	1	0	1	1	0	1	1	0	0	0	0	1	000	
4303	4303	0	1	1	1	0	1	1	1	0	0	1	1	1	0	0	1	1	000	
4304	4304	0	0	0	1	0	0	1	1	0	0	1	1	1	0	0	1	1	000	
4305	4305	1	0	1	0	1	1	1	0	0	1	1	0	0	1	1	0	0	000	
4306	4306	0	1	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	000	
4307	4307	0	0	0	0	0	1	1	1	1	0	1	0	1	0	0	0	1	000	
4308	4308	0	0	0	1	1	0	1	1	0	1	1	0	1	0	1	0	1	000	
4309	4309	0	0	0	1	0	1	1	1	1	1	1	1	1	0	0	0	1	000	
4310	4310	0	0	0	1	0	1	1	1	1	0	1	0	1	0	1	1	1	000	
4311	4311	0	0	0	1	0	1	0	1	1	0	1	1	1	0	0	1	1	000	
4312	4312	0	1	1	1	0	1	0	1	1	0	0	1	1	0	0	1	1	000	
4313	4313	0	0	0	1	1	1	1	1	1	0	1	0	1	0	1	0	1	000	
4314	4314	0	0	0	1	0	1	1	1	1	0	1	1	1	0	1	1	1	000	
4315	4315	0	0	0	0	0	1	1	1	1	0	1	0	1	0	1	0	1	000	
4316	4316	0	0	1	1	0	1	0	1	0	0	1	1	0	0	0	0	0	000	
4317	4317	1	0	0	0	1	1	1	1	1	1	1	0	1	0	1	0	1	000	
4318	4318	0	0	1	1	0	1	1	1	1	1	1	0	1	0	1	0	1	000	
4319	4319	0	0	0	0	0	1	1	0	1	0	1	1	1	0	1	0	1	000	
4320	4320	0	0	0	1	0	1	0	0	1	0	1	1	1	0	1	1	1	000	
4321	4321	1	0	0	0	1	0	1	1	0	0	1	1	0	1	1	0	1	000	
4322	4322	0	0	1	1	0	1	0	1	1	0	0	1	1	0	1	0	1	000	
4323	4323	0	0	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1	000	
4324	4324	0	0	1	1	0	1	1	1	1	0	1	1	1	0	1	0	1	000	
4325	4325	0	1	1	1	0	1	1	1	1	0	0	1	0	1	0	0	0	000	
4326	4326	0	0	0	0	1	0	1	0	1	0	1	0	1	0	1	1	1	000	
4327	4327	0	0	0	0	1	0	1	1	1	0	1	0	1	0	1	1	1	000	
4328	4328	0	0	0	0	1	0	1	1	1	0	1	0	1	0	1	0	0	000	
4329	4329	0	1	0	1	0	1	0	1	1	0	0	1	1	0	1	0	0	000	
4330	4330	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	000	
4331	4331	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	000	
4332	4332	0	0	0	1	0	1	0	0	1	0	1	1	1	0	1	0	0	000	
4333	4333	0	0	0	0	1	0	1	1	1	1	1	0	1	1	0	0	1	000	
4334	4334	0	0	0	0	0	0	0	1	1	1	1	0	1	0	1	0	0	000	
4335	4335	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1	0	0	000	
4336	4336	0	0	0	1	1	0	1	1	1	1	1	0	1	0	1	0	0	000	
4337	4337	1	0	0	1	1	1	1	0	1	1	1	0	1	0	1	0	0	000	
4338	4338	0	0	0	1	0	1	0	0	1	0	1	0	1	0	1	0	0	000	
4339	4339	0	0	0	1	0	1	1	0	1	0	1	0	1	1	1	0	1	000	
4340	4340	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	000	
4341	4341	0	0	0	1	1	1	1	1	1	1	1	0	1	0	1	0	0	000	
4342	4342	0	0	0	1	0	1	1	1	1	0	1	0	1	1	1	1	1	000	
4343	4343	0	0	0	1	0	1	1	1	1	0	1	0	1	1	1	0	1	000	
4344	4344	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	1	000	
4345	4345	1	0	0	1	1	0	1	1	0	1	1	0	1	0	1	0	1	000	
4346	4346	1	0	0	1	0	0	0	1	0	1	1	0	1	1	1	1	1	000	
4347	4347	1	1	1	0	1	0	1	1	0	1	1	0	1	1	1	0	1	000	
4348	4348	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	1	1	000	
4349	4349	0	0	0	0	0	1	0	1	1	0	0	0	0	1	1	0	0	000	
4350	4350	0	1	0	0	1	1	1	1	0	0	0	0	1	0	1	0	1	000	
4351	4351	0	0	0	1	0	1	0	0	1	0	0	1	0	1	0	0	0	000	
4352	4352	0	1	0	1	0	1	0	1	1	0	0	1	1	0	0	0	1	000	
4353	4353	0	1	0	1	0	1	1	1	1	0	0	0	1	0	1	1	1	000	
4354	4354	0	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	1	000	
4355	4355	0	0	1	0	1	0	1	0	0	1	1	0	1	0	1	0	1	000	
4356	4356	0	0	0	1	1	1	0	1	1	0	0	0	1	0	1	1	1	000	
4357	4357	0	0	0	1	1	1	0	1	1	0	0	0	1	0	1	1	1	000	
4358	4358	0	1	0	1	0	0	0	1	1	0	0	0	1	0	1	1	0	000	
4359	4359	0	1	0	1	0	1	0	1	1	0	0	0	1	0	1	0	0	000	
4360	4360	0	0	0	1	1	1	0	1	1	0	0	0	1	0	1	0	0	000	
4361	4361	0	0	0	1	1	1	0	1	1	0	0	0	1	0	1	0	0	000	
4362	4362	0	0	0	1	1	0	1	1	0	0	1	0	1	0	1	0	0	000	
4363	4363	0	0	0	1	1	1	0	1	0	0	1	0	1	0	1	0	0	000	
4364	4364	0	0	1	1	0	1	1	0	1	0	0	1	1	1	0	0	1	000	
4365	4365	1	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	000	
4366	4366	0	0	0	1	0	1	0	0	1	0	0	0	1	0	1	0	0	000	
4367	4367	0	0	0	1	1	1	0	0	1	1	0	0	1	0	1	0	0	000	
4368	4368	0	0	0	1	0	1	0	0	1	0	0	0	1	0	1	0	0	000	
4369	4369	0	0	0	0	0	1	0	0	1	1	1	0	1	0	0	0	0	000	
4370	4370	0	0	0	1	0	1	0	1	1	1	0	0	1	0	0	0	0	000	
4371	4371	1	0	0	1	1	0	1	1	1	1	1	0	1	0	1	0	0	000	
4372	4372	0	1	0	1	0	1	1	0	1	1	1	0	1	0	1	0	0	000	
4373	4373	0	0	0	0	1	1	1	1	1	0	0	0	1	0	1	0	0	000	
4374	4374	1	0	1	0	1	0	1	1	0	1	1	0	1	1	1	0	1	000	
4375	4375	0	0	0	1	1	1	0	0	1	1	1	0	1	0	1	0	1	000	
4376	4376	1	1	0	0	1	0	1	0	1	0	1	0	1	0	1	1	1	000	
4377	4377	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	000	
4378	4378	0	0	0	0	1	1	1	0	1	0	1	0	1	0	0	1	1	000	
4379	4379	1	0	0	0	1	1	1	0	1	1	1	0	1	1	1	0	1	000	
4380	4380	1	1	0	0	1	0	1	1	0	1	1	0	0	1	1	0	1	000	
4381	4381	1	0	0	0	1	1	1	0	1	0	1	0	1	1	1	0	1	000	
4382	4382	1	0	0	0	1	1	1	1	1	1	1	0	1	1	1	0	1	000	
4383	4383	0	0	0	1	1	1	0	1	1	0	1	1	1	0	1	0	1	000	
4384	4384	0	0	1	1	0	1	0	0	1	0	0	1	1	0	0	0	0	000	
4385	4385	0	0	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	000	
4386	4386	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	000	
4387	4387	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	000	
4388	4388	1	1	1	0	1	0	1	1	0	1	1	0	1	1	1	1	1	000	
4389	4389	0	0	0	1	0	1	1	1	1	1	1	0	1	0	1	1	1	000	
4390	4390	1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	0	0	000	
4391	4391	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	000	
4392	4392	1	1	1	0	1	0	1	1	0	0	1	0	1	1	1	0	0	000	
4393	4393	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0	0	000	
4394	4394	0	0	0	1	0	1	1	1	1	0	0	0	1	0	1	0	0	000	
4395	4395	0	0	1	1	1	0	1	1	1	0	1	0	1	1	1	0	0	000	
4396	4396	0	0	0	1	0	1	1	0	1	0	1	0	1	0	1	0	0	000	
4397	4397	1	0	0	0	0	0	1	1	1	1	1	0	1	1	1	1	1	000	
4398	4398	1	0	0	0	1	0	1	1	1	0	1	0	1	1	1	0	0	000	
4399	4399	0	0	0	1	0	1	1	0	1	0	0	0	1	0	1	0	0	000	
4400	4400	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	000	
