Sample in Buffer	Sample in Window	counter14	counter13	counter12	counter11	counter10	counter9	counter8	counter7	counter6	counter5	counter4	counter3	counter2	counter1	counter0	pufout	mux1_out	clockcounter_out
2399	2399	0	0	0	1	0	1	0	1	1	0	1	0	1	0	0	0	0	000	
2400	2400	0	0	1	1	0	1	0	1	1	0	1	0	1	0	1	0	1	000	
2401	2401	0	1	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	000	
2402	2402	1	0	0	1	0	1	0	1	1	0	1	0	1	0	1	0	1	000	
2403	2403	0	0	1	1	1	1	0	1	1	0	1	0	1	0	1	0	1	000	
2404	2404	0	1	1	1	1	1	0	1	1	0	1	0	1	0	0	0	0	000	
2405	2405	1	1	1	1	1	1	0	1	1	0	1	0	1	0	0	0	0	000	
2406	2406	0	1	0	1	1	1	0	1	1	0	1	0	1	0	0	0	0	000	
2407	2407	0	1	1	0	1	0	0	1	1	0	1	1	1	0	0	0	0	000	
2408	2408	0	1	1	1	1	1	0	1	1	0	1	1	1	0	0	0	0	000	
2409	2409	0	1	0	1	0	1	0	1	1	0	1	0	1	0	0	0	0	000	
2410	2410	0	1	1	1	1	1	0	1	1	0	1	0	1	0	0	0	0	000	
2411	2411	0	1	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	000	
2412	2412	0	0	1	1	0	1	0	1	1	1	1	0	0	0	1	0	0	000	
2413	2413	0	1	1	1	0	1	0	0	1	0	1	1	1	1	0	1	1	000	
2414	2414	0	1	0	0	0	1	0	1	1	1	1	0	1	0	1	0	0	000	
2415	2415	0	1	1	1	0	1	0	0	1	0	0	1	1	1	0	1	1	000	
2416	2416	1	1	1	1	0	1	0	1	1	1	1	0	1	0	1	0	0	000	
2417	2417	0	1	1	1	0	1	0	0	0	0	1	0	1	0	1	0	0	000	
2418	2418	0	0	1	1	1	0	1	0	0	1	0	1	0	0	0	0	0	000	
2419	2419	0	1	1	1	1	1	1	0	1	0	1	0	1	0	0	0	0	000	
2420	2420	0	1	1	1	0	1	1	0	0	0	1	0	1	0	0	0	0	000	
2421	2421	1	1	1	1	0	1	0	1	0	0	1	0	1	0	1	0	0	000	
2422	2422	1	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	000	
2423	2423	0	1	1	1	1	1	0	0	0	0	1	0	1	0	1	0	1	000	
2424	2424	1	1	0	1	0	1	0	1	0	0	1	0	1	0	1	1	1	000	
2425	2425	1	1	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	000	
2426	2426	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	000	
2427	2427	1	1	0	1	0	1	0	1	1	0	1	0	1	1	1	0	1	000	
2428	2428	1	0	0	1	0	0	0	1	1	0	1	1	1	0	0	1	1	000	
2429	2429	1	0	1	1	0	0	1	1	1	0	0	1	1	0	1	0	1	000	
2430	2430	1	0	0	1	0	1	0	1	1	0	1	0	1	0	0	0	1	000	
2431	2431	1	0	0	1	0	1	0	1	1	0	1	0	1	0	0	1	1	000	
2432	2432	1	1	0	1	0	0	0	1	1	0	1	0	1	0	1	1	1	000	
2433	2433	0	0	0	1	0	1	0	1	1	0	1	0	1	0	0	1	1	000	
2434	2434	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	000	
2435	2435	1	1	0	1	0	1	0	1	1	0	1	0	1	0	1	1	1	000	
2436	2436	1	1	0	1	0	1	0	1	1	0	1	0	1	0	1	0	1	000	
2437	2437	0	1	0	1	0	1	0	1	1	0	1	0	1	0	1	1	1	000	
2438	2438	0	0	1	1	0	1	0	1	0	1	1	1	1	1	1	1	1	000	
2439	2439	1	1	0	0	0	0	0	1	1	0	1	0	1	0	1	0	0	000	
2440	2440	1	1	0	1	0	1	1	0	1	1	1	0	1	0	1	0	0	000	
2441	2441	1	0	0	0	0	0	0	1	1	0	1	0	0	1	1	0	0	000	
2442	2442	1	0	0	0	0	0	0	1	1	0	1	0	0	1	1	0	0	000	
2443	2443	1	1	0	0	0	1	0	0	1	0	1	0	1	0	1	0	0	000	
2444	2444	1	0	0	0	0	1	0	0	1	0	1	0	1	0	1	0	0	000	
2445	2445	1	0	1	0	0	0	0	1	1	1	1	1	0	0	1	0	1	000	
2446	2446	1	1	1	0	0	1	0	1	1	1	1	1	0	0	1	1	1	000	
2447	2447	0	0	1	1	0	1	0	0	1	0	1	0	0	0	1	0	0	000	
2448	2448	1	0	1	1	0	1	0	1	1	0	1	0	0	1	1	0	0	000	
2449	2449	0	1	0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	000	
2450	2450	1	0	1	1	0	1	0	1	1	0	1	0	0	0	1	0	0	000	
2451	2451	1	0	1	1	0	1	0	1	1	0	1	0	0	0	1	0	0	000	
2452	2452	0	0	1	1	1	1	0	0	0	0	1	0	1	1	1	0	0	000	
2453	2453	0	0	0	1	0	1	0	0	0	0	1	0	1	0	1	0	1	000	
2454	2454	1	0	0	1	0	1	0	1	1	0	1	0	1	0	1	1	1	000	
2455	2455	1	0	0	1	0	1	0	1	0	0	1	0	1	0	1	0	1	000	
2456	2456	1	1	0	1	0	1	0	1	1	0	1	0	1	1	1	1	1	000	
2457	2457	1	1	0	1	0	0	1	1	1	0	1	0	1	0	1	0	1	000	
2458	2458	1	0	0	0	0	0	1	1	1	0	0	0	1	0	1	0	0	000	
2459	2459	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	000	
2460	2460	1	0	0	0	0	0	1	1	1	0	1	0	1	0	1	0	1	000	
2461	2461	1	0	0	1	0	0	0	1	1	0	1	0	1	0	1	1	1	000	
2462	2462	0	0	1	1	1	1	0	1	1	0	1	0	1	0	1	0	1	000	
2463	2463	1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	1	000	
2464	2464	1	0	0	0	1	0	1	0	0	1	1	1	0	0	0	1	1	000	
2465	2465	1	0	0	0	0	1	0	1	1	1	1	0	1	0	1	1	1	000	
2466	2466	1	0	0	0	0	1	0	1	1	1	1	0	1	0	1	1	1	000	
2467	2467	1	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	000	
2468	2468	1	0	0	0	0	1	0	1	1	0	1	0	1	1	1	0	0	000	
2469	2469	1	1	0	0	0	1	0	1	1	0	1	0	1	0	1	0	0	000	
2470	2470	1	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	1	000	
2471	2471	0	1	1	0	0	1	1	1	1	0	1	1	1	1	0	0	0	000	
2472	2472	1	0	0	1	0	1	0	1	1	0	1	0	1	0	1	0	0	000	
2473	2473	1	0	0	0	0	1	0	1	1	0	1	0	1	0	1	0	0	000	
2474	2474	0	0	1	1	1	1	0	1	1	0	1	0	1	0	1	0	0	000	
2475	2475	0	1	1	1	0	1	0	1	1	0	1	0	1	0	1	0	0	000	
2476	2476	1	0	0	0	1	0	0	0	0	1	0	0	0	1	1	1	1	000	
2477	2477	0	1	1	1	0	1	0	1	1	0	1	0	1	0	1	0	0	000	
2478	2478	0	1	1	1	1	1	0	1	1	0	1	0	1	0	1	0	0	000	
2479	2479	1	0	1	1	0	1	0	1	1	0	1	1	1	0	1	0	0	000	
2480	2480	1	0	0	1	0	1	0	1	1	0	1	0	1	0	1	0	0	000	
2481	2481	0	1	0	1	0	1	0	1	1	0	1	0	1	0	1	0	0	000	
2482	2482	0	1	0	1	0	1	0	1	1	0	1	1	0	1	0	0	0	000	
2483	2483	1	1	0	1	0	0	0	1	1	0	1	0	1	1	1	0	1	000	
2484	2484	1	0	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	000	
2485	2485	0	1	1	1	1	1	0	1	1	0	1	1	1	0	1	0	1	000	
2486	2486	0	1	1	1	1	0	0	1	1	0	1	1	0	1	0	0	1	000	
2487	2487	0	0	1	1	0	1	0	1	1	0	1	1	1	0	1	0	1	000	
2488	2488	1	1	1	1	0	1	0	1	1	0	1	1	1	0	1	1	1	000	
2489	2489	0	1	1	1	0	1	0	1	1	0	1	1	1	1	1	0	1	000	
2490	2490	0	1	1	1	1	1	0	1	1	0	1	0	1	0	1	0	1	000	
2491	2491	1	0	0	1	0	1	0	1	1	0	1	0	1	0	1	1	1	000	
2492	2492	0	1	0	1	1	1	0	1	1	0	1	1	1	1	1	0	1	000	
2493	2493	0	1	0	1	1	1	0	1	1	0	0	0	1	0	1	0	1	000	
2494	2494	1	0	0	1	0	1	0	1	1	0	1	0	1	0	1	0	1	000	
2495	2495	0	0	0	1	0	1	0	1	1	0	1	0	1	0	1	1	1	000	
2496	2496	0	1	1	0	1	1	1	0	0	1	0	1	0	1	0	0	0	000	
2497	2497	0	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	000	
2498	2498	0	0	0	1	0	1	0	1	1	0	1	0	1	0	1	0	1	000	
2499	2499	0	1	1	1	0	1	0	1	1	0	1	1	1	0	1	1	1	000	
2500	2500	0	1	1	1	1	1	0	1	0	0	1	1	0	0	1	1	1	000	
2501	2501	0	1	0	1	1	1	0	1	0	0	1	1	1	0	1	0	1	000	
2502	2502	1	0	0	1	0	1	0	1	1	0	1	0	1	0	1	0	1	000	
2503	2503	1	1	0	1	0	1	0	1	1	0	1	0	1	0	1	1	1	000	
2504	2504	1	1	0	0	0	1	1	0	1	1	0	1	1	1	1	0	0	000	
2505	2505	1	0	0	1	0	1	0	1	0	0	1	0	1	0	1	0	1	000	
2506	2506	1	1	0	1	0	0	0	1	1	0	1	0	1	1	1	1	1	000	
2507	2507	1	1	0	1	0	0	0	1	1	0	1	0	1	1	1	1	1	000	
2508	2508	1	1	0	1	0	1	0	1	1	0	1	0	1	0	0	1	1	000	
2509	2509	1	1	0	1	0	1	0	1	1	0	1	0	1	0	0	0	1	000	
2510	2510	1	1	1	0	0	0	0	1	0	0	1	0	0	1	1	0	1	000	
2511	2511	0	1	0	1	1	1	0	0	1	0	1	0	1	0	1	0	0	000	
2512	2512	1	0	0	1	0	1	0	1	1	0	1	0	1	0	0	0	1	000	
2513	2513	0	1	0	1	0	1	1	1	1	0	1	0	1	0	1	0	1	000	
2514	2514	1	0	0	1	0	1	1	1	1	0	1	0	1	0	1	1	1	000	
2515	2515	1	0	0	1	0	1	0	1	1	0	1	0	1	1	1	0	0	000	
2516	2516	1	0	0	1	0	1	0	1	1	0	1	0	1	0	1	0	0	000	
2517	2517	1	1	0	0	0	1	0	1	1	1	1	0	1	0	1	0	0	000	
2518	2518	1	1	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	000	
2519	2519	0	1	0	1	0	1	0	1	1	1	1	0	1	0	1	0	0	000	
2520	2520	0	1	1	1	0	1	0	1	1	0	1	0	1	0	0	0	0	000	
2521	2521	1	1	0	1	0	1	0	1	1	0	1	0	1	0	1	0	0	000	
2522	2522	1	1	0	0	0	1	1	1	1	1	0	0	1	1	1	0	1	000	
2523	2523	1	0	0	0	0	1	1	0	0	0	1	0	1	1	1	1	1	000	
2524	2524	1	0	0	1	0	1	0	1	1	0	1	0	1	0	0	0	0	000	
2525	2525	0	1	0	1	0	1	0	1	1	1	1	0	0	0	0	0	0	000	
2526	2526	1	1	0	1	0	1	0	1	1	1	1	0	0	0	0	0	0	000	
2527	2527	1	1	0	0	0	1	1	1	1	0	1	0	1	0	1	0	1	000	
2528	2528	0	1	0	1	0	1	0	1	1	0	1	0	0	0	0	0	1	000	
2529	2529	1	1	0	0	0	0	1	1	1	0	1	0	1	0	1	0	0	000	
2530	2530	0	1	0	1	0	1	0	1	1	0	1	1	0	0	0	1	1	000	
2531	2531	1	0	1	0	0	0	1	0	0	0	0	0	1	1	1	0	0	000	
2532	2532	1	0	0	0	0	1	0	1	1	0	1	0	0	0	1	0	1	000	
2533	2533	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	1	000	
2534	2534	0	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	000	
2535	2535	1	1	0	0	0	1	1	0	0	0	0	1	1	1	1	1	1	000	
2536	2536	0	1	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	000	
2537	2537	0	1	0	0	0	1	0	1	1	0	1	0	1	0	1	0	1	000	
2538	2538	0	1	0	0	0	1	0	1	1	1	1	0	1	0	1	1	1	000	
2539	2539	0	1	0	1	0	1	0	1	1	1	1	0	1	0	1	0	1	000	
2540	2540	0	0	0	1	1	1	0	1	1	0	1	0	1	0	1	1	1	000	
2541	2541	0	0	1	0	0	0	1	0	0	0	0	1	1	1	1	0	0	000	
2542	2542	0	1	0	1	1	1	0	1	1	1	1	0	0	0	1	1	1	000	
2543	2543	0	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	000	
2544	2544	0	1	0	1	0	1	0	0	0	0	1	1	1	0	1	0	0	000	
2545	2545	0	1	0	1	1	1	0	1	0	0	1	0	1	0	1	0	1	000	
2546	2546	0	1	0	1	1	1	0	1	1	1	1	0	1	0	1	1	1	000	
2547	2547	0	0	1	0	0	0	1	0	0	0	1	0	1	1	1	0	0	000	
2548	2548	0	0	0	1	0	1	0	1	1	1	1	0	1	1	1	0	0	000	
2549	2549	0	0	0	1	1	1	0	1	1	1	1	0	1	1	1	0	1	000	
2550	2550	0	0	0	1	0	1	0	1	1	0	1	0	1	0	1	0	0	000	
2551	2551	1	0	0	0	0	0	1	1	0	0	1	0	1	1	1	0	0	000	
2552	2552	0	1	1	1	0	0	0	1	1	1	1	0	1	0	1	0	0	000	
2553	2553	0	1	0	1	0	0	0	1	1	1	1	0	1	0	1	0	0	000	
2554	2554	0	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	1	000	
2555	2555	1	0	0	0	0	0	0	1	1	1	1	0	1	0	1	0	0	000	
2556	2556	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	1	000	
2557	2557	1	0	0	1	0	0	0	1	1	0	1	0	1	0	1	0	0	000	
2558	2558	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	000	
2559	2559	1	0	1	1	0	1	0	1	1	0	1	0	1	0	1	1	1	000	
2560	2560	1	1	1	1	0	1	0	1	1	1	1	0	1	0	1	0	1	000	
2561	2561	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	000	
2562	2562	0	1	1	1	0	1	0	1	1	0	1	0	1	0	1	0	1	000	
2563	2563	0	1	1	0	0	1	0	0	1	0	1	0	1	0	1	0	0	000	
2564	2564	0	1	1	1	1	1	0	1	0	1	0	1	0	0	0	1	1	000	
2565	2565	1	1	0	0	0	1	1	0	1	0	1	0	1	0	1	0	0	000	
2566	2566	1	1	0	0	0	0	1	1	1	1	1	1	1	0	1	0	0	000	
2567	2567	0	1	0	1	0	0	0	1	1	0	1	1	1	0	1	1	1	000	
2568	2568	0	1	1	1	1	0	0	1	1	0	1	0	1	0	1	0	1	000	
2569	2569	1	1	0	1	0	0	0	1	0	0	1	0	1	0	1	0	1	000	
2570	2570	0	1	0	1	0	0	0	1	0	0	1	0	1	0	1	1	1	000	
2571	2571	0	1	0	1	0	1	0	1	1	0	1	0	1	0	1	0	1	000	
2572	2572	1	1	0	1	0	0	0	0	1	0	1	0	1	0	1	0	1	000	
2573	2573	0	1	0	1	0	0	0	1	1	1	1	0	1	0	1	0	0	000	
2574	2574	0	1	0	1	0	1	0	1	1	1	1	0	0	0	1	0	0	000	
2575	2575	1	1	0	1	0	1	0	1	1	0	1	0	1	0	1	0	0	000	
2576	2576	1	1	0	1	0	1	0	1	0	0	1	0	1	0	1	0	0	000	
2577	2577	1	1	0	1	0	1	0	1	1	0	1	0	1	0	1	0	0	000	
2578	2578	1	1	0	1	1	1	0	1	1	1	1	0	1	0	1	0	0	000	
2579	2579	0	1	0	0	1	1	0	0	1	1	1	1	1	0	0	0	0	000	
2580	2580	0	1	0	1	1	1	0	1	1	1	1	0	1	0	0	0	0	000	
2581	2581	1	0	1	0	1	1	1	0	0	1	1	1	0	1	0	0	1	000	
2582	2582	0	1	1	1	1	1	0	0	1	1	1	1	1	0	0	0	1	000	
2583	2583	0	0	0	1	0	1	0	1	1	0	1	0	1	0	1	0	0	000	
2584	2584	0	0	0	1	0	1	0	1	1	1	1	0	1	0	1	0	0	000	
2585	2585	0	1	1	1	1	1	0	0	1	1	1	1	0	0	1	0	1	000	
2586	2586	0	0	0	1	0	0	0	1	1	0	1	0	1	0	1	0	0	000	
2587	2587	0	1	1	1	1	0	0	1	1	1	1	0	0	0	0	1	1	000	
2588	2588	0	1	0	1	1	1	0	1	1	0	1	0	0	0	0	0	1	000	
2589	2589	0	1	0	1	1	1	0	1	1	1	1	0	0	0	0	1	1	000	
2590	2590	0	1	0	1	0	1	0	1	1	1	1	0	1	0	1	0	1	000	
2591	2591	0	1	0	1	0	1	0	1	1	1	1	0	1	0	0	1	1	000	
2592	2592	0	1	0	1	0	0	0	1	1	0	1	0	1	0	1	0	1	000	
2593	2593	0	1	1	1	0	0	0	1	1	1	1	0	1	0	0	0	1	000	
2594	2594	0	0	1	0	1	1	1	0	1	1	1	0	0	0	0	0	0	000	
2595	2595	0	1	0	1	0	1	0	1	1	0	0	1	1	1	1	0	1	000	
2596	2596	0	1	0	1	0	1	1	1	1	1	1	0	1	0	1	0	1	000	
2597	2597	1	1	0	1	0	1	0	1	1	1	1	0	1	0	1	0	1	000	
2598	2598	0	1	0	1	0	1	0	0	1	0	1	0	1	0	1	1	1	000	
2599	2599	0	1	0	1	0	1	0	1	1	1	1	0	0	0	1	0	1	000	
2600	2600	0	1	0	1	0	0	0	1	1	0	1	0	0	1	1	1	1	000	
2601	2601	0	0	1	0	1	1	0	1	1	1	1	0	0	0	1	0	0	000	
2602	2602	0	1	1	0	1	1	0	1	1	1	1	0	0	0	1	1	1	000	
2603	2603	0	0	1	1	0	1	0	1	1	1	1	0	0	0	1	0	0	000	
2604	2604	0	1	1	0	1	1	0	1	1	1	0	0	0	0	1	0	0	000	
2605	2605	0	1	0	1	0	0	1	1	1	0	1	0	1	0	1	0	0	000	
2606	2606	0	1	0	1	1	0	0	1	1	0	1	0	1	0	1	0	0	000	
2607	2607	0	1	1	1	1	1	0	1	1	0	1	0	1	0	1	0	0	000	
2608	2608	0	1	1	1	1	1	0	1	1	0	1	0	0	0	1	0	0	000	
2609	2609	0	0	1	1	1	0	0	0	1	1	0	0	0	0	1	0	0	000	
2610	2610	0	1	0	1	1	1	0	1	1	0	1	0	1	0	1	0	0	000	
2611	2611	0	1	0	1	0	1	0	1	1	0	1	0	1	0	0	0	0	000	
2612	2612	1	1	0	1	0	0	0	0	0	0	1	1	1	0	1	1	1	000	
2613	2613	0	1	0	1	0	0	0	0	1	0	1	0	1	0	1	0	0	000	
2614	2614	1	1	0	1	0	0	0	0	1	0	1	0	1	0	1	0	1	000	
2615	2615	0	0	1	1	0	1	0	1	1	0	1	0	0	0	0	0	0	000	
2616	2616	0	0	1	1	0	1	0	1	1	0	1	0	0	0	0	0	0	000	
2617	2617	0	1	0	0	0	0	0	1	1	1	0	1	1	0	1	0	0	000	
2618	2618	0	1	1	1	0	1	0	1	1	0	0	0	1	0	1	0	1	000	
2619	2619	1	1	0	0	0	0	1	1	0	0	0	1	1	1	1	0	1	000	
2620	2620	0	1	1	1	0	1	0	1	1	1	1	0	0	0	1	0	0	000	
2621	2621	1	1	0	0	0	0	0	1	1	1	1	0	1	0	1	1	1	000	
2622	2622	1	1	1	1	0	0	0	0	1	0	1	0	1	1	1	0	1	000	
2623	2623	0	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	000	
2624	2624	1	1	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	000	
2625	2625	0	0	1	1	1	1	0	1	1	1	1	0	0	1	1	0	0	000	
2626	2626	0	1	1	1	1	0	1	1	1	1	1	0	0	0	1	0	0	000	
2627	2627	0	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	000	
2628	2628	1	0	0	0	0	0	0	1	0	0	1	1	1	1	1	0	0	000	
2629	2629	0	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	000	
2630	2630	0	1	0	1	1	1	0	1	1	0	1	0	0	0	1	0	0	000	
2631	2631	0	1	1	1	1	0	1	1	1	0	1	0	1	0	1	0	0	000	
2632	2632	0	1	0	1	1	0	0	1	1	0	0	0	1	0	1	0	0	000	
2633	2633	0	1	0	1	1	1	0	1	1	0	0	0	1	0	1	0	1	000	
2634	2634	0	1	0	1	0	0	0	1	0	0	1	0	1	0	1	1	1	000	
2635	2635	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	000	
2636	2636	0	1	1	1	1	1	1	1	1	0	0	1	0	0	1	0	1	000	
2637	2637	0	1	1	1	0	0	0	1	1	0	1	0	1	0	1	0	1	000	
2638	2638	0	1	0	1	0	0	1	1	1	0	0	0	1	0	1	1	1	000	
2639	2639	0	1	0	1	1	0	0	1	1	1	0	0	1	0	1	0	1	000	
2640	2640	0	1	1	1	1	0	0	1	1	1	0	0	1	0	1	0	1	000	
2641	2641	0	1	0	1	1	1	0	1	1	1	0	0	0	0	1	1	1	000	
2642	2642	0	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	1	000	
2643	2643	0	1	1	1	0	0	0	1	1	0	1	0	1	0	1	1	1	000	
2644	2644	0	1	0	1	0	0	0	1	1	0	1	0	1	0	1	0	1	000	
2645	2645	0	1	0	1	0	0	0	1	1	0	1	0	1	0	1	1	1	000	
2646	2646	0	0	1	0	1	1	1	0	1	1	0	1	0	0	0	0	0	000	
2647	2647	0	1	0	1	0	1	1	1	1	0	1	1	1	0	1	1	1	000	
2648	2648	0	1	0	1	0	1	0	1	1	0	1	1	1	0	1	1	0	000	
2649	2649	1	1	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	000	
2650	2650	0	1	0	1	1	1	0	1	1	0	0	1	1	0	1	0	0	000	
2651	2651	0	1	0	1	0	1	0	1	1	0	0	0	1	1	1	1	1	000	
2652	2652	0	1	0	0	1	1	0	1	1	1	0	0	1	0	1	0	0	000	
2653	2653	1	0	0	0	0	1	0	1	1	0	1	0	1	0	1	0	0	000	
2654	2654	0	0	0	1	0	1	0	1	1	0	1	0	1	0	1	0	0	000	
2655	2655	0	1	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	000	
2656	2656	1	1	0	1	0	0	0	1	1	0	0	0	1	0	1	0	0	000	
2657	2657	0	1	0	1	0	1	0	0	1	0	0	0	1	0	1	0	0	000	
2658	2658	1	0	0	1	0	0	0	1	1	0	1	1	0	1	1	1	1	000	
2659	2659	0	1	0	1	0	1	0	1	1	0	0	0	1	0	0	0	0	000	
2660	2660	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	000	
2661	2661	0	1	0	1	0	1	0	1	1	0	1	0	1	0	1	0	0	000	
2662	2662	0	0	0	1	0	1	0	1	1	0	1	0	1	0	1	0	0	000	
2663	2663	0	1	0	1	0	1	0	1	1	0	1	0	1	0	0	0	1	000	
2664	2664	1	0	0	1	0	1	1	1	1	0	1	0	1	1	1	0	1	000	
2665	2665	0	0	0	0	0	0	0	1	1	0	1	0	1	1	1	0	1	000	
2666	2666	0	1	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	000	
2667	2667	0	0	0	1	0	0	1	1	1	0	1	0	1	0	1	0	1	000	
2668	2668	0	0	0	1	0	1	0	0	0	0	1	1	1	0	1	1	1	000	
2669	2669	0	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	000	
2670	2670	1	0	0	1	0	1	1	1	1	0	1	0	1	1	1	0	1	000	
2671	2671	0	1	0	1	1	1	0	1	1	1	0	1	1	0	0	1	1	000	
2672	2672	0	0	0	1	0	1	1	1	1	0	1	0	1	0	0	0	1	000	
2673	2673	1	0	0	1	0	0	0	1	1	0	1	0	1	0	1	1	1	000	
2674	2674	0	1	0	1	0	1	0	1	1	0	0	0	1	0	0	0	1	000	
2675	2675	1	0	0	1	0	1	0	1	1	0	1	0	1	1	1	1	1	000	
2676	2676	1	0	0	1	0	0	1	1	1	0	1	0	1	1	1	1	1	000	
2677	2677	0	0	0	1	0	0	1	1	1	0	0	0	1	1	1	1	1	000	
2678	2678	0	0	0	1	0	0	1	1	1	0	1	0	1	0	1	0	0	000	
2679	2679	0	0	1	1	0	1	0	1	1	0	1	0	1	0	1	0	0	000	
2680	2680	0	0	1	1	0	1	0	1	0	0	0	0	1	0	0	0	0	000	
2681	2681	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	1	000	
2682	2682	0	0	0	1	0	1	0	0	0	1	1	0	1	0	1	0	0	000	
2683	2683	0	1	1	1	1	1	0	0	0	1	0	1	0	0	1	0	1	000	
2684	2684	0	1	1	1	1	1	0	0	1	0	0	1	0	0	1	0	1	000	
2685	2685	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	000	
2686	2686	1	0	0	1	0	1	1	1	1	0	1	0	1	1	1	0	0	000	
2687	2687	0	1	0	1	0	1	0	0	1	0	1	0	0	1	1	0	0	000	
2688	2688	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	1	1	000	
2689	2689	0	1	1	0	0	1	0	1	0	0	1	1	0	0	0	1	1	000	
2690	2690	0	1	0	1	0	1	0	1	1	0	1	0	1	1	1	0	0	000	
2691	2691	0	0	1	1	0	1	0	1	1	0	1	0	1	0	1	0	0	000	
2692	2692	1	0	0	1	0	0	0	1	1	0	1	0	1	0	1	0	0	000	
2693	2693	0	1	0	1	0	1	0	1	1	0	1	0	1	0	1	0	1	000	
2694	2694	1	1	0	1	0	1	0	1	1	0	1	0	1	0	1	1	1	000	
2695	2695	1	1	0	1	0	0	0	1	1	0	1	0	1	1	1	0	1	000	
2696	2696	1	1	0	1	0	0	1	1	1	0	1	0	1	0	1	1	1	000	
2697	2697	0	1	0	1	0	0	0	1	1	0	1	1	1	0	1	0	1	000	
2698	2698	0	1	0	1	0	1	1	1	1	0	1	1	1	0	1	1	1	000	
2699	2699	0	0	0	0	0	1	1	0	1	1	1	0	1	0	1	0	1	000	
2700	2700	0	1	1	1	0	1	0	1	1	0	1	1	1	0	1	0	1	000	
2701	2701	0	1	1	1	0	1	0	1	1	0	1	1	1	0	1	1	1	000	
2702	2702	0	1	1	1	0	1	0	1	1	0	1	1	0	0	1	0	1	000	
2703	2703	1	1	0	1	0	1	0	1	1	0	1	0	1	0	1	1	1	000	
2704	2704	1	1	0	1	0	1	0	1	1	0	0	0	1	0	0	0	0	000	
2705	2705	0	1	0	0	0	0	1	1	1	0	1	0	1	0	1	1	1	000	
2706	2706	1	0	0	0	0	0	1	1	1	0	1	0	1	1	1	1	1	000	
2707	2707	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	1	1	000	
2708	2708	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	000	
2709	2709	0	1	0	1	0	1	1	1	0	0	1	0	1	0	0	0	0	000	
2710	2710	1	0	0	0	0	0	1	1	1	0	1	0	1	0	1	0	0	000	
2711	2711	1	0	0	0	0	1	1	1	1	0	1	0	1	0	1	0	0	000	
2712	2712	0	1	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	000	
2713	2713	0	1	1	1	0	1	0	1	0	0	1	0	1	0	1	0	0	000	
2714	2714	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	000	
2715	2715	0	1	1	1	1	1	0	0	0	0	1	0	0	0	1	0	0	000	
2716	2716	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	000	
2717	2717	1	0	0	1	0	1	1	1	0	0	1	0	1	0	0	0	0	000	
2718	2718	0	0	0	1	0	1	1	1	0	0	1	0	1	0	1	0	0	000	
2719	2719	0	1	1	1	1	1	0	1	0	1	0	1	0	0	0	0	1	000	
2720	2720	1	0	0	0	0	0	1	0	1	0	1	0	1	1	1	0	0	000	
2721	2721	1	1	1	0	1	0	1	0	1	1	0	1	1	1	1	0	1	000	
